wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price
brick,1,9,44.5,7.7,55.76999001,37.57305001,16825800
monolith,7,17,43,10,55.50378999,37.53986002,8990000
monolithBrick,13,29,72,16,55.71446482,37.65964156,37000000
monolith,10,30,44,14,55.72321554,37.69251967,17000000
monolithBrick,6,11,67.2,13.4,55.61667,37.6,28586305
panel,8,9,63,6,55.93445,37.55006004,15000000
panel,4,16,52,8,55.62684999,37.65648004,16000000
monolith,25,30,32.1,13.4,55.7503,37.46887,17296239
monolith,10,17,85.5,5.6,55.69922903,37.50091622,50641650
brick,3,12,44.5,12.1,55.7644716,37.56400007,23997000
panel,3,25,60.8,9,55.67739002,37.85833998,15100000
monolith,3,10,79,12,55.83526999,37.35845996,25850000
panel,7,12,52,8.5,55.85117012,37.44450063,14490000
panel,3,16,38,10,55.81471504,37.58210305,12700000
panel,4,16,59,6,55.67659998,37.72354004,11020000
monolith,6,16,76.5,7,55.57524,37.44965,18459603
brick,1,6,39,7,55.80215855,37.52445579,14200000
monolith,2,23,104.9,11,55.71360271,37.74690351,24000000
monolith,8,14,38.7,18.1,55.57524,37.44965,10762582
panel,4,16,41,9,55.68583001,37.86241996,11950000
panel,3,17,36.4,7,55.73769999,37.41204002,14800000
monolith,11,16,39.4,17,55.57524,37.44965,13927033
panel,2,22,38,9.8,55.65181,37.74043,12300000
block,3,14,45,6.1,55.87829142,37.64492028,11800000
monolith,2,29,33,9.2,55.73248,37.7104,11621073
monolith,7,28,45,15,55.7807455,37.52573248,28500000
block,3,9,32.8,6.8,55.8607105,37.6920247,8900000
panel,16,22,78,10,55.84831999,37.45560999,25000000
monolithBrick,3,15,28.47,6.6,55.57524,37.44965,7483473
panel,8,9,45,6,55.59547886,37.63610419,12300000
panel,5,7,55,12,55.99080951,37.21012359,6200000
monolith,2,5,97.24,5.9,55.67310678,37.6162104,36985592
brick,3,8,87,9.3,55.68325999,37.53944998,27990000
monolith,3,5,124,15,55.74688999,37.62812003,111990000
brick,4,10,82,10,55.67713999,37.52076001,29700000
panel,11,17,38.3,8.4,55.77531998,37.53422998,14500000
monolith,31,42,94.1,7.8,55.68432,37.44654,34976139
monolith,30,30,36.8,14.7,55.88347,37.49582,13239600
monolith,10,24,118,18,55.66439,37.46921,50000000
monolith,18,33,36.22,6.2,55.73436573,37.74049764,12500000
brick,5,5,44.9,5.5,55.75786189,37.83997612,11100000
monolithBrick,15,23,84.6,18.6,55.57524,37.44965,19243708
panel,4,5,45.6,5.5,55.67746998,37.49101004,18900000
monolith,18,33,48.48,17,55.73436573,37.74049764,17450569
brick,5,5,69.7,8.3,55.73219002,37.68006998,22000000
panel,7,16,38,9,55.66580409,37.74975985,10999000
monolith,1,4,56.2,8,55.79433001,37.60719998,15400000
monolith,4,16,39.9,17.1,55.57524,37.44965,10928546
monolith,2,13,60.2,17.6,55.57524,37.44965,12599200
panel,3,5,44.6,5.4,55.82175505,37.76173141,11700000
panel,1,17,92.5,14,55.50511161,37.58972038,10950000
monolith,26,53,40.3,11,55.81344,37.47879,14800000
monolithBrick,17,29,72,16,55.50645029,37.29905932,35000000
monolithBrick,7,15,37.81,5.1,55.57524,37.44965,8446250
panel,20,25,38.5,9,55.70555413,37.93470711,10700000
stalin,3,8,72,8.3,55.72573,37.53244002,23300000
panel,9,12,52.1,11.4,55.86336999,37.58690999,14500000
block,7,12,67,9,55.84341429,37.44067837,18000000
monolithBrick,4,8,76.1,35.6,55.75829954,37.50844125,46390726
monolith,8,12,46,7,55.60094638,37.61978365,12500000
monolith,7,12,78,12,55.72327,37.57221,109340000
monolithBrick,13,23,69.5,20.9,55.60561,37.60174,28233054
monolithBrick,4,6,170,13,55.72704999,37.57075999,180000000
monolith,26,32,127,20,55.80729949,37.5437729,60000000
block,1,5,44.9,5.2,55.65156476,37.58962511,14500000
monolithBrick,2,10,46.5,10,55.68740564,37.52769899,16495000
panel,16,17,60.1,22.6,55.57166,37.47511501,13880000
brick,3,5,48.8,6,55.75639,37.55054996,19900000
monolithBrick,3,10,110.5,17,55.77465002,37.60108001,97500000
block,8,9,32,6,55.75128508,37.40757017,11999999
monolith,18,20,81,23,55.66805889,37.44376005,29990000
monolithBrick,6,10,70,19,55.77465002,37.60108001,88000000
monolithBrick,9,10,42.9,6,55.64897635,37.63817685,17604870
panel,7,9,58.4,5.9,55.86382999,37.43194,14900000
brick,5,9,27,6,55.81506001,37.71225003,10700000
monolithBrick,7,17,73.5,29.4,55.61667,37.6,29500000
block,4,8,37.1,6,55.67772001,37.56107001,12800000
brick,5,9,37.1,7.5,55.64797,37.61063002,11500000
panel,14,22,61,10.1,55.80305,37.61480002,22300000
panel,2,16,36,7,55.88657998,37.51997001,10399999
panel,17,17,60,10.5,55.69119,37.49281,23700000
panel,2,22,56.4,10,55.66039936,37.52266572,19000000
panel,6,12,47.2,7,55.58665327,37.65371475,10950000
monolithBrick,5,11,72.4,15.1,55.7503,37.46887,35787320
panel,2,5,46,6,55.59463,37.20701003,10300000
monolith,15,25,68,9,55.66374,37.51121998,19800000
block,5,16,50,10,55.69694738,37.63378209,28000000
monolith,15,25,40.7,15,55.68975112,37.7171476,19142326
monolith,12,13,58.2,11.2,55.56971001,37.60066997,20990000
monolith,9,26,68.9,21.3,55.61667,37.6,24500000
monolith,3,13,34,11,55.57524,37.44965,7900000
monolithBrick,20,24,93.5,12,55.75679512,37.51790864,65000000
panel,7,17,72,10,55.73916621,37.69161766,6500000
monolithBrick,17,24,81.8,20,55.75679512,37.51790864,82000000
panel,6,9,44.6,6,55.824295,37.82300004,10500000
monolith,10,14,38.9,8.4,55.63756,37.59124,10000000
monolith,11,24,42.3,20,55.82357,37.44621,17500000
monolith,9,47,42,14,55.78166255,37.46110397,18400000
panel,6,9,28.5,6.6,55.51384002,37.56527001,7500000
monolithBrick,6,22,66.9,22.2,55.75829954,37.50844125,30219198
monolith,21,25,46.4,9.8,55.71593998,37.75106998,14000000
monolith,19,20,55,10,55.87992999,37.59704002,21000000
panel,5,17,37.8,8.5,55.54381002,37.54988,10400000
panel,8,12,52,8,55.53756998,37.54134001,11500000
panel,2,17,51.2,10.4,55.61313596,37.74447692,18500000
monolith,19,30,79.3,11.1,55.75679512,37.51790864,44000000
monolith,2,18,86.1,18.9,55.57524,37.44965,15945559
panel,6,9,50,6.3,55.81691991,37.80298589,11500000
brick,3,6,65,7.6,55.76832,37.56835002,25000000
monolith,8,12,53,12,55.68413243,37.6497462,15900000
block,2,12,38,6.4,55.67676793,37.60040786,11700000
monolith,2,17,73,14,55.70149,37.49802996,33000000
brick,2,5,40.2,5.9,55.82749709,37.76479098,10700000
monolithBrick,31,41,108.7,33.4,55.79164001,37.54607998,89134000
monolith,66,77,113,10,55.75365195,37.54600021,116500000
monolith,8,17,72.6,10.4,55.75266933,37.70070808,27500000
brick,5,5,41,6,55.72640001,37.56667004,20000000
monolith,8,23,41.7,4,55.85305375,37.60621196,12066435
brick,2,9,52,9,55.79949748,37.544755,21000000
monolith,8,12,44,24,55.68432,37.44654,16921400
monolith,15,25,86.4,23.4,55.68975112,37.7171476,35931126
monolith,6,21,45.3,12.2,55.87617016,37.69452329,13790000
monolith,13,14,34.53,4.4,55.57524,37.44965,8826242
brick,11,11,102,14.8,55.89748002,37.38972999,26900000
monolith,21,24,20,5,55.72279001,37.86848997,7250000
panel,3,17,37.7,10,55.80853998,37.81688996,11300000
panel,12,16,74.1,10.1,55.64510134,37.47318248,20990000
monolith,25,25,54.2,15,55.57524,37.44965,9800000
brick,5,9,31,6,55.79137624,37.57336855,12700000
brick,5,5,34.6,9,55.86709,37.68472001,9400000
monolith,16,53,41.5,21.3,55.82357,37.44621,15905043
monolith,11,18,163,25,55.76159001,37.55411001,206800000
monolith,20,27,56,12,55.70348399,37.45754091,19900000
brick,14,15,76,12,55.60741781,37.6494778,21999000
panel,11,22,40,10,55.85647001,37.40626003,13590000
monolith,1,10,31.9,9.8,55.59911,37.35495,9222864
monolith,7,20,137,35.2,55.78572,37.69279002,80761500
monolith,11,14,52.9,10,55.57524,37.44965,11000000
monolith,11,11,43,17.8,55.75201084,37.45529046,29343200
panel,6,9,45.3,7,55.65866541,37.4891496,12500000
monolithBrick,8,21,41.54,7.5,55.73024999,37.69828997,12850000
panel,3,17,72.2,10.6,55.80103,37.76688001,22300000
monolith,4,16,53.6,9.2,55.81522776,37.40026847,17500000
panel,9,9,50.4,6,55.79119012,37.72897931,14500000
brick,3,5,42,5,55.84496999,37.49601998,14499000
monolith,6,10,58.1,13,55.57524,37.44965,18490000
monolithBrick,12,58,66,19.8,55.65699847,37.52744337,25910346
block,1,12,35,10,55.79512998,37.57400001,10950000
panel,7,9,62.6,10,55.89525001,37.57191996,16700000
panel,8,44,95,14,55.7807455,37.52573248,41500000
brick,4,4,50.4,5.9,55.7793,37.59993002,22000000
monolith,18,21,46.7,16,55.77322429,37.47552134,18999900
monolith,33,41,134.3,6.4,55.79249002,37.53979003,105346501
monolith,2,32,38.7,19.2,55.75472,37.49196,16710969
monolith,11,14,76.72,16.9,55.57524,37.44965,14731291
monolith,14,34,91.6,12,55.8325172,37.49213263,38000000
block,2,12,36,9.9,55.87376324,37.54664,10500000
monolith,37,68,41,14.4,55.66667,37.75,17250772
monolith,9,11,43,10,55.80364,37.63022004,25910000
monolith,12,24,43,10,55.70277184,37.63335336,20900000
monolith,4,16,70,10.6,55.86051241,37.40938049,24500000
monolith,7,59,66.3,28,55.80928657,37.5778365,33650000
monolith,10,43,43,10,55.75679512,37.51790864,18900000
panel,10,22,76.7,10.1,55.80534002,37.39895,22500000
monolith,2,4,38.5,8,55.78943,37.65679997,13790000
monolith,46,68,33.9,10.6,55.66667,37.75,13087769
monolith,20,26,38.5,15.2,55.87105,37.51282,21128916
monolith,2,10,66.6,14,55.77457123,37.67289233,32800000
monolith,7,24,130.1,18.7,55.68719999,37.55132001,97000000
monolith,22,24,92.3,19,55.75679512,37.51790864,65000000
panel,4,17,38,8,55.87376324,37.54664,13500000
monolithBrick,16,37,120,20,55.79850001,37.52066001,85950000
monolith,28,30,118,19.5,55.80579,37.4989,53000000
brick,2,5,44,6,55.76373379,37.7286586,11600000
panel,5,17,38,7.5,55.70769999,37.39595003,11200000
monolith,7,24,36.8,11,55.85608537,37.56117788,16500000
panel,3,5,33,6,55.7972857,37.72304024,11000000
monolith,13,18,62.7,19.6,55.82357,37.44621,24500000
monolith,9,13,150,28,55.72604998,37.57072001,200000000
monolith,2,24,75,13.5,55.62580943,37.34395499,17000000
panel,1,16,34.6,8,55.53994001,37.21487,7800000
monolith,28,30,116.2,13.3,55.75679512,37.51790864,60000000
monolith,5,14,37.7,12.7,55.57524,37.44965,8300000
monolith,3,42,43.4,22.5,55.74429988,37.50724564,21500000
monolith,17,30,43.9,18.9,55.66667,37.5,11807472
panel,5,5,42.3,5.4,55.68456051,37.61357486,15500000
brick,1,4,50.6,8,55.64084999,37.79882001,8900000
brick,3,8,44,6,55.81001,37.57006002,15500000
monolithBrick,2,48,60,12,55.88706,37.57908,31272000
monolith,3,17,68.5,10,55.86051241,37.40938049,21500000
monolith,3,13,42.48,25.5,55.64526227,37.63495591,13175000
brick,4,17,62.6,12,55.56533001,37.47054,17700000
brick,5,5,54.8,10,55.66725,37.54965,18600000
monolith,6,18,78.2,15.3,55.57524,37.44965,14061585
panel,7,17,76,15,55.60367001,37.36034999,16300000
monolith,1,9,40,17,55.57524,37.44965,13900000
monolith,22,33,35.8,18.2,55.84979998,37.59974997,12536086
block,3,12,42,6,55.81687759,37.65387085,15000000
brick,6,6,72.3,8,55.76600999,37.63216003,48000000
brick,6,7,82.4,8.5,55.72963002,37.75083001,20500000
block,1,12,48,9,55.62710949,37.6798882,12000000
monolith,11,19,76.16,7,55.61667,37.6,39050871
monolith,31,31,107,20,55.79835999,37.48186001,49990000
panel,14,16,53.4,10,55.77661,37.46213999,19500000
panel,4,5,42.1,5.8,55.63903,37.51954,13800000
panel,3,14,38.6,8.5,55.62517998,37.71305998,10300000
brick,6,8,56,6,55.77268002,37.58572001,25000000
brick,1,12,30.2,6,55.7972857,37.72304024,13500000
monolith,40,43,42.4,15.8,55.75679512,37.51790864,24500000
panel,9,12,34.9,8.2,55.73364001,37.83066998,9300000
monolith,28,28,35.3,14.6,55.72577444,37.67060043,14956468
block,2,9,37.4,10,55.85334,37.63768,14390000
monolith,3,16,56,9,55.54665999,37.55710998,16200000
monolith,3,14,53.9,10.5,55.80495758,37.59940423,19500000
monolith,10,13,73.9,8,55.71325999,37.62448002,50157689
brick,4,5,87,8.2,55.81450999,37.59779003,21000000
brick,12,12,62,7,55.79443998,37.78061996,17600000
monolith,17,20,45,10,55.80565825,37.58808958,18000000
block,2,9,32,6,55.78068159,37.74296114,10750000
panel,1,9,35,8,55.6321,37.60066,9850000
monolith,23,27,41.3,11.2,55.82357,37.44621,13900000
monolithBrick,16,30,34,10.2,55.64614,37.64972,12088530
monolith,19,33,74.1,5.3,55.81561,37.50132,25103265
monolith,3,14,36.6,5.5,55.57524,37.44965,12041546
panel,8,9,62.5,5.9,55.68376999,37.71794998,15200000
brick,2,12,35,9,55.80884998,37.49210002,15549000
panel,16,16,56,10.5,55.85473948,37.51530375,14700000
panel,8,9,60.1,5.9,55.88983166,37.6461453,13500000
panel,1,12,39.1,8.9,55.7003,37.77168,11000000
monolith,4,10,55,8,55.72787278,37.63234324,25449000
monolith,7,14,33.44,5.2,55.57524,37.44965,9606177
block,10,12,65,9,55.68498,37.59518997,20150000
block,1,12,34.8,9.8,55.89330001,37.65816999,8990000
brick,4,5,52.4,8,55.75535999,37.64514997,26500000
panel,3,14,80,12.8,55.74802,37.68699,36500000
panel,6,16,34,10,55.73249001,37.45987998,12900000
panel,3,5,58,5.6,55.75632999,37.79787998,14000000
monolith,2,12,114,29.2,55.57524,37.44965,26641872
monolith,19,25,39.9,16.5,55.97006001,37.16406166,10948560
monolith,6,33,80,26,55.77322,37.72591,29900000
panel,9,12,51.3,11,55.67399274,37.80652248,10000000
monolithBrick,9,21,108,20,55.76200024,37.55260457,125000000
block,12,12,39,10,55.85066998,37.43959997,13500000
monolith,2,18,42.1,5,55.59911,37.35495,12166900
brick,2,5,43,5,55.74178998,37.57941003,22000000
panel,9,14,38.7,8,55.87575002,37.63982997,10288000
brick,3,8,65.6,10,55.68596,37.57176513,22500000
monolith,1,17,32.32,10,55.87105,37.51282,9164276
panel,15,22,38.3,10.5,55.64746499,37.34476502,10700000
monolithBrick,12,14,85.9,38.2,55.60782331,37.52544712,28476500
monolith,3,9,75.2,16.4,55.57524,37.44965,14554058
monolith,19,24,86,11,55.56158614,37.58659716,23500000
block,2,9,31.6,6,55.71913001,37.65954002,11600000
brick,8,8,58.3,9,55.70334001,37.57377999,26000000
panel,5,9,38,8,55.87376324,37.54664,11500000
monolith,8,14,73.5,33,55.87750826,37.52027112,19750000
monolith,7,10,85,9.9,55.71409999,37.85718001,20900000
panel,5,10,51.9,9,55.69934285,37.84632628,15990000
monolith,2,18,31.8,11.6,55.59911,37.35495,10303200
monolith,13,15,108,16.5,55.71829033,37.65637796,66600000
monolith,13,16,41.8,12,55.62614,37.31126004,10299000
panel,4,9,60.2,6,55.62217968,37.73034485,14500000
block,12,23,70,10,55.89299,37.40029999,19500000
monolith,9,14,55.6,10.2,55.50234,37.58313998,10690000
monolith,32,54,39.05,19.7,55.80569452,37.5716336,20200475
stalin,8,13,30.7,6,55.69421501,37.55666502,17600000
monolith,47,54,163,20,55.72351001,37.52753996,194750000
monolith,3,11,38.2,4.1,55.87105,37.51282,10912696
monolithBrick,17,17,49.2,10,55.68182002,37.66283,17500000
monolithBrick,2,11,47,6,55.7503,37.46887,24280200
block,1,12,68,9,55.85066998,37.43959997,16000000
monolith,6,15,85,23.6,55.57524,37.44965,16258970
monolith,2,14,60,12,55.59911,37.35495,10800000
monolithBrick,17,51,45,16,55.75892696,37.55676366,25000000
brick,6,7,71.3,8.3,55.77252441,37.42756414,22400000
monolith,11,32,55.6,18.9,55.75472,37.49196,21500000
panel,4,9,65,6.6,55.6328359,37.59497382,16700000
panel,5,12,61.9,8,55.86216999,37.60624,7900000
brick,5,5,55,7,55.79592999,37.62239997,17000000
monolith,14,16,50.29,18.2,55.61667,37.6,27618478
panel,15,16,52,9,55.8116,37.62054003,19550000
brick,2,10,62.6,12,55.85389002,37.50169,16300000
monolith,2,30,86.8,14.5,55.66667,37.5,18892818
panel,15,17,39,10,55.70428,37.93738997,11490000
monolith,2,24,44,10,55.84004001,37.49503997,12990000
monolith,31,59,58,13.4,55.80928657,37.5778365,26600000
monolithBrick,4,13,55.6,17.6,55.72773001,37.57233998,82000000
brick,5,9,97,13,55.74148999,37.54068002,40990000
monolith,8,13,56.4,6.9,55.82357,37.44621,28752720
panel,6,16,37.1,8.3,55.79944,37.39225001,10400000
monolith,10,14,56.7,12.7,55.5507,37.32733,12623816
brick,2,10,63.3,9.2,55.81323752,37.6382461,18900000
panel,10,16,65.1,12.3,55.77321998,37.50117997,21990000
monolith,20,24,68.8,12,55.85039,37.36424,17700000
panel,10,17,40.4,11.5,55.79499871,37.40770284,15200000
panel,7,17,44.2,12,55.8607105,37.6920247,9500000
monolith,1,13,79.46,5.6,55.93694541,37.36975052,17920432
monolith,8,22,98,12,54.02905828,38.23267699,25350000
monolith,5,21,76.3,12.8,55.75,37.55,64320000
monolith,6,6,44.33,17.6,55.64897635,37.63817685,15999000
monolith,4,28,32.8,8,55.67401321,37.62719269,16800000
brick,5,14,55,10,55.78918,37.46466999,20000000
brick,2,22,80,20,55.7868944,37.49891438,42000000
monolith,4,12,93.7,10.2,55.54608347,37.56401846,21100000
panel,7,16,34.8,10,55.85832002,37.61316999,11000000
monolith,20,33,65.9,23.7,55.6796663,37.51179196,42500000
panel,7,9,32.5,6.3,55.77735,37.82049997,8150000
monolith,7,14,72.5,9,55.76697999,37.69752999,24350000
monolith,18,32,94,14,55.7807455,37.52573248,34000000
monolith,27,30,68,21.3,55.81247,37.48134,29900000
panel,12,17,52,10,55.70351,37.68787999,14800000
brick,4,13,43.6,16.8,55.76606858,37.55340048,37000000
monolith,36,38,36.4,17.3,55.72577444,37.67060043,15849761
panel,3,9,32.6,6.7,55.87843949,37.53337657,9400000
monolith,12,14,45.6,9.6,55.57524,37.44965,14076790
panel,2,15,34,12,55.93694541,37.36975052,9200000
monolith,4,10,48,12,55.75622999,37.51331,19500000
monolith,11,18,118,15,55.77117002,37.65822003,71150000
panel,20,34,36,12,55.88924153,37.53999988,13500000
block,9,12,38,7,55.87943001,37.68357001,12500000
brick,9,9,57.5,7,55.7972857,37.72304024,18500000
monolith,7,8,41.4,5.1,55.81561,37.50132,18012438
panel,6,14,37.86,6.2,55.57524,37.44965,9192984
brick,5,9,41.2,5.5,55.70853,37.51196999,16400000
monolith,49,49,135.02,38.2,55.87105,37.51282,84464071
monolith,8,13,33,8,55.79069998,37.52529001,18000000
monolith,8,10,37.3,10,55.80544002,37.61700001,13150000
monolith,8,31,37.8,16.1,55.75210999,37.76180996,13345049
panel,1,14,36.5,8,55.66580409,37.74975985,9150000
block,5,9,37.7,7.6,55.63905,37.70036,11200000
brick,4,5,184,15,55.75498271,37.60645419,199457720
monolith,2,11,37,11.7,55.57524,37.44965,9488866
brick,1,6,36.2,8,55.77134576,37.67136851,15000000
monolith,5,22,45,12,55.7590326,37.55900032,24500000
monolith,17,24,30,7,55.69420001,37.66549997,19500000
panel,2,9,51,9,55.57326172,37.58065007,14500000
monolith,28,52,52,21,55.79766958,37.50022075,33800000
panel,8,27,79.6,14,55.70555413,37.93470711,16250000
block,7,12,32.9,10,55.863616,37.50286975,9590000
brick,2,12,65,14,55.7644716,37.56400007,29500000
brick,4,8,57.9,9.5,55.59861999,37.17761998,16500000
monolith,2,12,41.62,5.1,55.57524,37.44965,9914681
monolith,45,55,39.3,16.3,55.81242694,37.60414033,18100000
block,8,14,36,9.8,55.68137576,37.75716147,10000000
brick,2,23,55,17,55.71156999,37.48904004,25850000
monolith,32,32,35.8,17.1,55.69113998,37.46785997,16563156
monolith,2,24,48.8,20,55.82357,37.44621,16990000
monolith,15,16,51.1,10.7,55.57524,37.44965,14841382
monolith,8,25,79.4,12.5,55.89070916,37.58091782,19900000
monolith,30,51,100,16,55.7590326,37.55900032,50380000
monolith,6,15,48,19.1,55.56152,37.46851,11625101
monolith,7,17,38,8,55.83533001,37.38975002,11800000
monolith,8,23,79.1,11.2,55.64533822,37.35156355,23200000
panel,8,14,53.2,11.3,55.72428118,37.41592928,14900000
monolith,4,68,75.8,11.5,55.66667,37.75,23056792
panel,5,9,58.3,7,55.85750649,37.44391939,14900000
panel,22,25,36.2,15.9,55.61313596,37.74447692,14390000
panel,7,17,75.3,10.2,55.68100002,37.64993,22000000
monolith,1,12,32.76,10.6,55.57524,37.44965,7734335
monolith,5,14,53.9,18.9,55.56444002,37.50091996,15100000
brick,3,8,62,9,55.72166,37.67156998,19500000
monolith,2,17,76,13,55.79706,37.76544997,24500000
monolith,3,19,51.22,6,55.77244863,37.64631734,37500000
panel,12,22,39.5,10.1,55.66648998,37.75566997,11000000
brick,4,8,100.4,12.6,55.72752,37.65269996,37000000
block,19,19,60.8,4,55.77087357,37.68593833,33657952
block,2,14,37,6,55.75685496,37.83213463,10000000
monolith,7,7,36.49,9.8,55.87105,37.51282,9994637
monolith,2,4,72.4,10,55.77857505,37.62185393,48146000
panel,7,10,48.5,6.6,55.82312872,37.80583354,15500000
panel,7,19,34.1,8,55.51911001,37.34797001,8500000
panel,7,9,45,6,55.89159999,37.66591001,12000000
monolith,14,17,54,14,55.78268743,37.52720283,22500000
monolith,2,22,38,15.6,55.75010613,37.43185301,19500000
brick,6,16,53.1,9.4,55.78289999,37.72799997,16790000
monolith,22,25,57,10,55.78936998,37.47665997,19900000
brick,5,9,48.2,7.2,55.70800002,37.51364997,17850000
panel,25,25,57.5,11.7,55.59911,37.35495,14900000
panel,7,17,38.7,7.4,55.87233855,37.52872328,11990000
brick,7,9,44.1,6,55.80198001,37.55088004,13899000
monolithBrick,25,30,52.7,17.7,55.72663024,37.68380133,24215001
monolith,12,17,176,60,55.76305998,37.55999997,180000000
monolith,9,13,40.5,18,55.81344,37.47879,16500000
panel,7,17,73,10.2,55.82535999,37.51433997,27690000
panel,7,17,60.2,12.8,55.63644999,37.70648002,19800000
monolith,13,16,43,12,55.62614,37.31126004,10099000
monolithBrick,13,47,37.6,10.5,55.64424259,37.5081159,22766800
panel,6,12,63,7,55.6328359,37.59497382,15990000
monolith,3,8,86,20,55.67034127,37.77168633,28499999
panel,5,12,46.1,6.7,55.71688001,37.39622999,14300000
monolith,16,26,105.7,20.3,55.71471324,37.47422664,65500000
block,13,16,62.4,14.6,55.59911,37.35495,15500000
block,1,8,32,6,55.67266,37.57923,11000000
monolithBrick,34,45,35.7,3.5,55.68432,37.44654,16900000
monolithBrick,3,6,74.78,23.5,55.74568462,37.63897923,104609742
monolith,2,16,36.9,11.4,55.57524,37.44965,10231189
panel,13,22,40,10,55.54381002,37.53993001,12000000
panel,6,9,45,6.7,55.61161088,37.60069378,13500000
monolith,3,16,43,20,55.70777002,37.65580999,20500000
monolith,6,21,117,47.2,55.76298451,37.554875,116700000
monolith,11,32,59.4,11.2,55.75981702,37.51749183,28000000
monolith,24,24,41.9,23.2,55.68432,37.44654,19604917
brick,3,5,250,18,55.74043002,37.59137,250000000
brick,12,12,114.5,14.5,55.57524,37.44965,30000000
monolith,2,16,35.83,9.8,55.87105,37.51282,9162620
monolith,15,17,77,11,55.638925,37.64127501,21500000
monolith,15,41,79,15,55.73196082,37.53921435,39990000
brick,4,5,56.6,7.1,55.75458001,37.71915999,14300000
panel,5,9,60,6,55.7972857,37.72304024,22500000
monolith,6,22,85,14,55.75599362,37.50587366,45000000
monolithBrick,10,23,58.2,17.5,55.88347,37.49582,21056638
block,2,12,40,7,55.81011311,37.46762416,13980000
monolith,5,13,72.9,13.6,55.71325999,37.62448002,47000000
monolith,2,21,67.5,27.1,55.69489096,37.45746756,23237280
monolith,3,4,60,20,55.70277184,37.63335336,9600000
monolith,20,32,87,23,55.6796663,37.51179196,33500000
panel,5,9,59,6,55.88317999,37.68658004,13500000
block,11,12,34.3,9.5,55.79586,37.61008997,13500000
brick,2,5,46,8,55.7203452,37.40125479,13000000
monolith,16,18,51,15,55.84922802,37.61888596,16700000
brick,2,5,31,6,55.44977,37.52194,5900000
monolith,13,14,85,25,55.69991001,37.63696998,65000000
monolith,12,16,31,9.8,55.57524,37.44965,9339370
panel,6,14,45,12,55.74591,37.78862,12600000
monolith,17,22,52,12,55.74429988,37.50724564,47900000
brick,7,8,82,12,55.74943,37.56879996,50000000
panel,8,12,52.4,9,55.59567048,37.59472572,16200000
brick,1,14,34.3,8.1,55.84961001,37.48879,11500000
brick,6,8,107,11,55.75292002,37.58221,51000000
panel,17,23,61.8,10,55.71462,37.74739996,20200000
monolith,21,28,64.2,10.9,55.67401321,37.62719269,26000000
monolith,24,24,58.9,11.5,55.68248999,37.46141999,35000000
monolith,11,27,125.07,24.2,55.82184268,37.601775,71460000
panel,3,19,76,13,55.63695276,37.31756516,20500000
monolith,2,4,116.5,16,55.73863,37.60000998,200000000
block,2,9,32,6,55.75717,37.77492,10800000
monolith,4,10,59,21.3,55.77549,37.66199,27700000
monolith,23,24,60,12,55.64155001,37.59106004,18300000
panel,21,23,35.8,18.1,55.81237001,37.59531,15932288
panel,12,17,38.4,8.6,55.58502035,37.67856962,7800000
monolith,10,30,41,18,55.70255999,37.79196998,19300000
monolith,31,34,36,10,55.76101423,37.51264479,22000000
panel,1,5,44.4,6,55.62710949,37.6798882,15000000
panel,8,9,44.7,6.1,55.72108999,37.81379998,10800000
block,4,14,45.1,6,55.68247,37.62524001,15300000
brick,5,19,48,11,55.5759117,37.48109115,9100000
panel,2,14,60.1,12.8,55.87347002,37.64553,18499000
panel,9,16,41,19.4,55.69694738,37.63378209,19500000
monolith,26,28,42.5,19.1,55.64424259,37.5081159,17849000
monolith,2,9,57.2,15.3,55.59911,37.35495,9997130
block,5,13,45.8,12,55.57524,37.44965,8150000
panel,17,17,38,7.5,55.71795998,37.89323997,11490000
brick,3,8,30,7,55.74148999,37.54068002,16550000
monolith,5,6,68,14,55.54560001,37.5615,16600000
monolith,16,24,35.9,13.2,55.57524,37.44965,11289130
panel,1,12,45.4,6.6,55.81130505,37.40206832,13699999
monolith,5,21,74.5,7.8,55.70700001,37.45710004,22424500
block,7,9,37.4,7.6,55.69733911,37.76070184,9900000
monolith,6,43,37.9,8.9,55.83472509,37.42527833,14600000
brick,4,5,43.1,5.6,55.81840886,37.71591931,10700000
monolith,5,21,84,25,55.79356186,37.54774051,48500000
monolith,2,16,100,17,55.63516511,37.59346085,39000000
monolith,10,22,56.3,9.2,55.87350936,37.59933895,16300000
panel,5,12,46.1,6.8,55.6050846,37.74543942,15000000
monolith,12,27,48.8,7,55.67355024,37.61179768,19600000
monolith,1,16,55.6,4.8,55.87105,37.51282,13947158
panel,8,17,72,10.8,55.54450999,37.54832004,18000000
monolithBrick,5,44,46.6,20.5,55.82357,37.44621,14890000
monolith,16,28,62.8,21.5,55.78533,37.7346,19515602
block,3,5,41.8,5.6,55.65366999,37.56248998,13800000
panel,8,14,64,13,55.80766001,37.781,21000000
block,10,15,75.4,11,55.82919999,37.52427001,21999999
monolith,19,29,61.3,6.8,55.72741704,37.4513701,20750050
monolith,31,47,43,12.8,55.78166255,37.46110397,19805800
monolith,2,9,44,5.6,55.70969002,37.60360003,18500000
block,2,16,39,9,55.75345998,37.54010997,14000000
panel,10,12,38,8,55.89335,37.67045996,9900000
monolithBrick,2,22,29.4,3.6,55.82435777,37.43307309,11797044
