wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price
1,15,27,43.5,19.7,55.82184268,37.601775,24800000
2,12,12,38.9,8.6,55.60994,37.74302998,10700000
1,3,19,116.37,19.5,55.61667,37.6,68913720
1,6,10,46,17.1,55.69967978,37.49347854,23700000
1,11,14,80,15,55.70833733,37.49075309,45000000
4,22,29,41.5,12.3,55.75679512,37.51790864,22120579
1,16,28,37.6,13.4,55.85762,37.60677996,14325600
1,5,15,39.2,17,55.70106413,37.6299042,17300000
1,8,24,41,9,55.69770499,37.83472937,12950000
2,4,9,45.2,6,55.77994,37.83687997,12500000
2,5,16,34.2,8.2,55.68029812,37.58707355,13500000
1,20,21,72.5,26.3,55.75575,37.65830997,49843000
1,1,13,32.56,10.5,55.87105,37.51282,8981046
5,1,12,32.5,9.3,55.85443177,37.41330767,9700000
5,3,5,43.75,15,55.80667999,37.77148997,15300000
1,10,21,64,14,55.81271002,37.64778004,44000000
2,10,14,39,8.6,55.62114421,37.75150961,10500000
1,11,14,37.2,6,55.59911,37.35495,8398000
2,14,24,37,15.9,55.87275408,37.59988761,13900000
1,11,33,120,20,55.6796663,37.51179196,74590000
1,7,18,106,14,55.86707,37.49363,33500000
2,15,19,38,10.3,55.57524,37.44965,9200000
2,2,3,35,9,55.49873,36.91760002,5500000
2,3,9,45,6.6,55.70897694,37.47986177,11500000
1,23,27,41.55,16,55.67355024,37.61179768,20990000
5,6,9,38.3,7.5,55.71982001,37.52216004,13000000
1,3,22,81.6,15.2,55.57524,37.44965,18523200
2,4,9,64.3,6,55.65632001,37.48157997,22000000
4,7,18,31.2,10,55.84922802,37.61888596,8000000
1,29,30,43.68,4.5,55.71848271,37.42892825,19742061
1,3,16,41.6,17.6,55.57524,37.44965,12022127
1,7,9,37.54,3.6,55.57524,37.44965,8942264
4,2,14,32,10.5,55.50014183,37.51657729,8000000
3,9,10,44,6,55.80500001,37.50546002,15000000
5,3,9,32.6,5.6,55.78913001,37.80085002,10000000
5,12,12,39.8,7,55.6342,37.66733,12000000
5,6,12,34.8,9.7,55.70897091,37.73035997,8800000
2,16,16,37.3,10,55.84889,37.50995004,10960000
1,5,32,39,6,55.62978999,37.66923997,12737400
1,6,15,36.8,6.6,55.59911,37.35495,10500000
1,8,17,39.5,11.7,55.59911,37.35495,10844133
2,4,16,51.1,12,55.61854,37.70350997,12650000
5,2,9,37,6.2,55.65681289,37.41326772,9950000
2,2,3,65.7,10.6,55.48839742,36.91566489,7930000
4,3,8,51.7,24.7,55.82161187,37.60284554,17061000
3,5,9,41,5,55.77963,37.72525003,13000000
1,21,30,41,18,55.72663024,37.68380133,15400000
2,1,16,72,7,55.69314335,37.57756683,18500000
1,17,17,35.5,18,55.78533,37.7346,11181648
1,13,16,36.3,10,55.59911,37.35495,11300000
1,5,45,56.2,21.5,55.76429393,37.5093029,25600000
1,11,30,51.6,10.8,55.75696,37.61502,13337491
1,23,30,38.4,15.4,55.66667,37.5,11282547
1,2,33,92.3,20.2,55.52295,37.55058,25500000
3,3,4,61.4,9.5,55.75146002,37.5786,30000000
1,10,14,91.9,25.7,55.70833733,37.49075309,64890000
3,5,5,41.1,6,55.73152999,37.56389001,22500000
2,7,16,51.9,8.5,55.70899,37.62074999,21400000
1,2,9,49.2,7.2,55.74985002,37.64608002,50806724
5,12,12,37,10.2,55.85061998,37.50037002,11950000
2,4,17,63.7,12.8,55.85048001,37.65186001,25500000
1,30,77,78,15,55.75365195,37.54600021,85000000
1,34,69,34,10.6,55.71662,37.67263,15200000
5,5,12,34.7,9.8,55.63398002,37.67457003,9790000
1,8,16,38.1,15.7,55.57524,37.44965,14162113
1,7,10,105.9,19.7,55.77342999,37.63151999,54000000
1,24,40,85.37,6,55.7503,37.46887,64238787
1,11,16,81.1,10.3,55.93561998,37.52966,20000000
4,13,22,55,8,55.69830002,37.49789996,27000000
1,14,17,79,12.4,55.52436999,37.51413001,21300000
1,2,23,57.89,20.4,55.57524,37.44965,11922959
1,23,29,92.5,11.9,55.81840886,37.71591931,32000000
1,14,21,41.6,21.1,55.75575,37.65830997,32500000
1,3,25,36.2,8.9,55.8546,37.68310004,9700000
4,21,23,110.9,13,55.75679512,37.51790864,67405020
2,16,16,70.2,9.2,55.82640001,37.57597999,19600000
1,3,33,34.7,10,55.77438,37.47205,18500000
1,21,57,92.5,14,55.79766958,37.50022075,58400000
4,2,10,35.99,9.5,55.57524,37.44965,7100000
3,10,21,73,12.3,55.76172371,37.54680006,65000000
5,9,9,33,6,55.66473,37.56135,10900000
2,4,9,46,7,55.64288,37.52837002,13800000
4,2,17,43.5,10,55.81691991,37.80298589,14800000
2,14,17,37.8,9,55.87233855,37.52872328,10300000
5,8,12,44,6,55.86386,37.67056004,12700000
4,21,22,28.2,3.7,55.82435777,37.43307309,9000000
4,7,58,60.5,18.2,55.65699847,37.52744337,26911126
2,6,12,44.2,6.7,55.89876002,37.61405,11000000
1,25,52,70,15,55.69545,37.48579004,38000000
5,6,9,38,9,55.78939001,37.81903003,12350000
1,12,17,33.3,10.7,55.97006001,37.16406166,8000000
4,5,14,71.3,2.2,55.71125001,37.43302998,19000000
2,5,16,75,10.3,55.67376706,37.46393167,21000000
3,4,4,64,8.2,55.77800001,37.55256003,26000000
2,2,17,51.2,9.8,55.66934,37.56832999,20300000
2,4,16,36.4,8.5,55.87488002,37.66101004,10000000
3,3,16,64,20,55.69694738,37.63378209,33000000
2,11,17,72.4,10,55.65576001,37.75986,20500000
1,14,16,120,10,55.74303,37.58070998,107000000
1,4,14,58.2,17.9,55.57524,37.44965,16752024
2,7,12,35.6,9.5,55.59838002,37.72272004,10000000
4,3,13,35.8,11.2,55.57524,37.44965,11691800
1,12,52,107.6,17,55.69545,37.48579004,63000000
2,11,12,107.2,8,55.89211952,37.51353696,23500000
3,6,8,50,8,55.70481882,37.53817804,25900000
2,6,17,85.7,10,55.83324581,37.35120621,20850000
1,5,9,33,8,55.53756001,37.57886001,7850000
5,9,15,33.7,16.5,55.59911,37.35495,7600000
3,2,14,51.6,8.4,55.76489,37.57880997,22000000
1,9,9,37.09,10.8,55.57524,37.44965,7470000
1,21,27,120.68,24.2,55.82184268,37.601775,76550000
1,22,25,57,18.8,55.59911,37.35495,17500000
4,2,16,38.5,10,55.71596591,37.43394685,13700000
1,30,41,76,20,55.7590326,37.55900032,28500000
2,3,17,74.6,10.3,55.70351,37.68787999,22000000
1,6,21,146,35,55.76201259,37.55120067,160000000
1,10,14,32.81,5.4,55.57524,37.44965,8932324
1,12,12,99.73,15.6,55.71829033,37.65637796,49640084
3,7,8,30.7,6,55.79466998,37.77608996,11449000
1,36,39,110,20,55.71585,37.50419997,74000000
1,2,23,62.27,23.8,55.57524,37.44965,12036604
1,3,7,47.2,18.2,55.74834761,37.62181657,97704000
2,11,25,35.9,11,55.87275408,37.59988761,13280000
3,2,12,51.4,10,55.77692,37.6281,21500000
5,12,12,76,24,55.56620998,37.49752001,23500000
2,9,12,30.3,6.4,55.73480999,37.61231998,20600000
2,3,9,47,5.9,55.60250999,37.71517004,13490000
2,16,17,58.5,10.5,55.74247998,37.86331003,15100000
1,3,30,92,16,55.81840886,37.71591931,45200000
3,1,5,54.3,5.8,55.79547002,37.45532002,15000000
1,13,24,33.9,15.9,55.87389856,37.60336372,11877204
1,2,17,34.97,11.2,55.87105,37.51282,9403407
1,7,14,37.1,13.4,55.57524,37.44965,12726938
2,3,17,35,9.2,55.64746499,37.34476502,10450000
5,9,9,45,10,55.68524005,37.59570259,14900000
2,4,22,89,11,55.531995,37.50162303,16900000
1,19,25,52.3,20,55.57524,37.44965,12000000
5,1,12,38,8,55.80329983,37.72656714,12800000
1,23,24,39.6,19.8,55.69733999,37.62551997,22271594
1,13,24,83.4,16.2,55.74066002,37.50389,29703744
3,4,5,30,6,55.81360001,37.71821996,9200000
1,12,18,63.3,12.6,55.59911,37.35495,15851839
1,9,26,72,10,55.841679,37.49450138,27600000
2,8,12,41.3,8.5,55.64447998,37.71053996,10500000
3,5,9,38.3,6,55.70753,37.79124997,10800000
5,7,9,33,6,55.72556999,37.56618003,20700000
1,23,25,71,10,55.63756,37.59124,23699000
1,3,14,98,15,55.88242,37.70452997,22500000
2,10,12,67.3,10.8,55.69770499,37.83472937,13900000
1,14,23,41.1,16.1,55.83333,37.41667,22000000
1,2,12,80.9,25.3,55.75201084,37.45529046,39721900
2,1,12,29.2,8,55.87544497,37.55769927,8550000
3,5,6,84,8.5,55.72995,37.57189004,37499990
1,2,8,61.5,20,55.74982999,37.64783,46100000
4,37,45,65,5.4,55.72714,37.46578,53015866
3,1,5,80,10,55.75007,37.71486997,22250000
1,16,18,79.3,15,55.84922802,37.61888596,20300000
1,9,10,52,16.5,55.59011001,37.45451003,15100000
3,11,14,62,12,55.69581,37.55135002,33900000
3,5,5,78,8.8,55.7852389,37.68549146,20700000
1,7,28,49,15,55.75472,37.49196,26000000
1,2,17,64.8,16,55.57524,37.44965,15896667
1,14,14,33.88,3.7,55.59911,37.35495,9862585
2,3,16,35,10,55.87708,37.65042,10800000
2,1,12,76,8.3,55.88005002,37.58959002,18500000
1,8,9,32,5.4,55.64499679,37.6008203,11000000
1,3,25,58,23,55.82672445,37.4231721,24800000
1,7,20,41.9,10,55.78020001,37.47153996,15600000
1,3,24,73.4,17.5,55.7807455,37.52573248,36700000
1,37,37,48,6,55.79430001,37.54210997,40000000
2,8,10,59,11.3,55.80093785,37.57698237,21000000
1,9,12,110,12,55.80287188,37.5221071,72999999
3,2,11,71.9,23.1,55.76436926,37.65991215,36999999
1,23,24,131.4,10.9,55.82357,37.44621,31973871
1,1,9,53.88,13.3,55.57524,37.44965,11085337
2,3,9,44,6,55.87134001,37.70300002,12300000
1,15,36,61.1,11.8,55.85937,37.69444,16985800
1,12,17,45.7,5.4,55.67314739,37.45450759,28589920
1,2,24,96,25.8,55.75472,37.49196,32108544
1,29,33,48.58,17,55.73436573,37.74049764,17348500
3,4,4,39.5,10,55.52108796,37.21486565,6900000
4,5,10,52.1,15,55.74995002,37.59245001,45000000
2,1,9,33.2,6,55.72059701,37.83482726,8200000
2,12,12,52,10,55.71224,37.89368002,13100000
5,1,14,38,7,55.77503999,37.62911999,18600000
1,11,11,44.4,16.7,55.57524,37.44965,11103625
3,1,5,69.7,11.8,55.79435,37.48770002,20400000
2,1,5,40,13,55.37340001,37.37955,5899000
2,5,5,44.7,5.8,55.82608,37.96067,9980000
1,8,14,34.41,11.9,55.57524,37.44965,9184470
1,3,25,45.5,13,55.71471324,37.47422664,29950000
2,5,5,29.9,5.3,55.82647973,37.43314318,11000000
3,7,9,35,6.4,55.82228999,37.65616999,12500000
1,10,28,61,15,55.85757499,37.50896499,21600000
1,2,15,64.4,23,55.57524,37.44965,15543069
1,2,13,64.1,19.6,55.57524,37.44965,15479140
3,6,8,83,8.7,55.72937001,37.75470999,17400000
2,9,9,60.6,6,55.60181999,37.16498996,9300000
1,4,16,37.6,9.5,55.58817465,37.59909969,11450000
3,11,11,113,11,55.75479002,37.57038004,59000000
1,7,9,55.8,12.6,55.59911,37.35495,9529399
2,8,13,60,13,55.86281483,37.46830988,21900000
1,9,23,34.1,12,55.57524,37.44965,9699000
1,4,27,45.3,13.7,55.75696,37.61502,23320440
5,3,5,105,25,55.74104001,37.60466998,120000000
3,8,12,86,13.5,55.79097,37.67564,31000000
2,20,22,38.3,10,55.82993998,37.57525001,12700000
1,18,18,36.1,14.2,55.57524,37.44965,11493669
1,2,29,45.5,17.4,55.66268798,37.55361171,14282450
5,2,11,60.2,11,55.70348399,37.45754091,21790000
1,15,35,44.6,15,55.86361001,37.47855998,18500000
1,23,23,53,9.2,55.57524,37.44965,13580562
1,4,31,59.9,11.2,55.77438,37.47205,24050000
2,14,16,53,9.1,55.8397742,37.35995854,16000000
3,4,16,85.3,8.7,55.87318,37.60383003,23000000
1,6,45,36.3,15.7,55.88824,37.65444,10576150
1,13,34,88.9,27.5,55.66105238,37.53560706,40000000
2,11,14,78,11,55.70075248,37.81967593,19000000
1,18,23,41,4,55.72663024,37.68380133,11500000
2,7,20,89.2,11.6,55.8723546,37.47324823,22500000
2,16,17,43,10,55.59911,37.35495,11300000
5,2,9,37.7,7.5,55.70548554,37.66316937,14550000
2,6,17,52,9,55.58849,37.37729996,11500000
1,12,47,63,25,55.68070187,37.59670027,29950000
5,8,9,32,5.3,55.67269571,37.5463462,12950000
3,9,12,52,8.5,55.745575,37.57253498,29700000
5,2,12,38.7,6.1,55.66065501,37.59592772,12600000
1,27,27,48.84,7,55.67355024,37.61179768,23484233
1,7,8,48.15,8.4,55.57524,37.44965,11040416
5,6,9,45,5.2,55.77636998,37.45918001,13790000
2,16,17,57,9,55.6696128,37.76306337,16300000
1,13,17,36.5,7,55.87627121,37.64536251,11000000
5,2,8,30,5.5,55.67838,37.56008999,12600000
4,13,29,40.3,5.1,55.67401321,37.62719269,23414300
1,10,22,71.3,12,55.66473,37.56135,21500000
4,14,57,45.39,20.4,55.81242694,37.60414033,18238528
2,8,9,32.7,7,55.74034,37.82786,9000000
2,9,17,53.7,9.1,55.49564001,37.34935,19800000
1,8,20,37.9,11,55.6999473,37.63907606,16290000
1,8,14,39.7,14.2,55.57524,37.44965,9200000
2,4,9,49.3,6,55.60964002,37.54154998,14500000
1,4,5,58.4,7.4,55.81518656,37.72347092,16000000
2,5,17,38,8.5,55.63905,37.70036,11499999
1,6,43,38.7,10,55.75679512,37.51790864,20600000
1,14,22,54.2,4.2,55.56152,37.46851,12602672
4,50,52,51.8,15.5,55.64614,37.64972,22257890
1,16,25,118.4,16.7,55.65583103,37.49706869,51000000
3,3,8,75,8.4,55.73405998,37.51865003,31500000
1,1,3,52,12.3,55.55416032,37.30299319,10300000
3,6,9,31,5,55.66396043,37.6354798,11500000
3,2,6,165.7,14,55.7476385,37.58720571,114000000
3,5,7,91.5,9.1,55.75402999,37.60463,75000000
2,15,17,53.1,9.1,55.64098096,37.53215788,16800000
1,8,32,35.4,10.3,55.77438,37.47205,18850000
2,14,16,53,8.6,55.89831,37.60778998,15375000
2,1,9,64.4,6,55.58006091,37.6623825,11950000
3,3,6,127.6,28,55.7278,37.63400002,86250000
1,16,24,40,11,55.80955,37.57279,14900000
1,2,32,49.8,19.7,55.69770499,37.83472937,15868073
3,3,8,105,15,55.76792999,37.63401997,56650000
4,13,16,65.8,19.7,55.69694738,37.63378209,30052768
1,10,23,55.97,19.6,55.57524,37.44965,12743341
1,7,36,60.78,25.3,55.87105,37.51282,32351868
2,8,17,51,9,55.62852,37.51755996,17490000
2,3,9,60.2,8.1,55.68137576,37.75716147,13800000
3,17,21,72.8,10,55.76172371,37.54680006,75000000
1,12,18,76,16,55.81268001,37.71670996,25990000
1,12,16,37.4,12.6,55.57524,37.44965,12637335
5,12,14,44.6,8.9,55.85828208,37.4857283,11900000
2,1,5,64,8,55.79904999,37.48208004,17000000
1,7,12,40,10,55.74619181,37.77754863,12700000
3,2,5,20,10,55.8444,37.57702,6420000
1,2,27,68.9,12,55.71829033,37.65637796,31000000
1,28,33,130,35,55.67882001,37.64878,50500000
1,10,16,34.82,10.2,55.93694541,37.36975052,9686840
1,40,40,114,21,55.74411998,37.41962002,45000000
3,6,6,87,29,55.75857998,37.57896998,32499000
4,3,18,72.5,28.7,55.75829954,37.50844125,29507028
2,15,24,76.2,14,55.72768936,37.75362371,26000000
1,3,25,46,20,55.82672445,37.4231721,20990000
5,5,9,37,7.5,55.75637998,37.77794002,12999999
2,3,17,60,10,55.67111,37.74397001,14000000
3,2,9,43.5,6.5,55.80513001,37.52838,15250000
2,8,9,33,7,55.61368276,37.7381179,11900000
1,30,33,38.8,20.3,55.78533,37.7346,12116774
1,19,32,71.1,18.3,55.71838,37.78421,22163363
1,20,25,92.4,17.8,55.8013056,37.56393161,37514400
1,2,11,88,38.7,55.75981702,37.51749183,37473938
1,15,26,44,4.4,55.77903,37.7197,14058000
3,5,17,117,17,55.67538,37.54130003,40000000
3,3,29,63.8,23.9,55.84350999,37.48059996,26000000
1,23,25,62.2,10.2,55.78881093,37.47448209,24388620
1,4,22,36,5.4,55.57524,37.44965,11699990
4,3,15,38.67,6.2,55.57524,37.44965,9705447
1,4,6,46,8.8,55.77202331,37.46487428,25852000
1,16,33,42.1,18.5,55.68432,37.44654,16900000
4,18,35,115,26.7,55.7590326,37.55900032,66355000
3,7,12,28,8,55.78842999,37.55758003,13200000
3,4,7,138.2,20,55.75333241,37.59813231,134680000
1,10,23,39.9,10.2,55.71376448,37.42277725,22500000
3,2,5,45.5,6,55.70836177,37.77447409,11600000
2,12,12,52,9.5,55.60337002,37.72926002,11700000
4,9,11,82,18.6,55.76436926,37.65991215,79000000
1,26,30,32.5,7.2,55.83472509,37.42527833,13500000
2,2,9,63,7,55.70685999,37.39810997,15900000
2,6,16,37,10,55.82014502,37.66766996,12400000
5,1,14,35,10,55.63457391,37.60381853,10300000
1,26,58,39,18.7,55.81242694,37.60414033,16500000
2,9,9,59,6,55.61368276,37.7381179,14500000
3,4,7,58.1,10.5,55.73218817,37.66246735,25000000
1,2,15,86.3,22.1,55.57524,37.44965,15574663
4,6,10,80.5,12.5,55.47255455,37.54091071,13900000
4,3,18,62.4,20.6,55.80761,37.64361,20500000
2,13,17,76.4,12.9,55.9365619,37.54609403,22600999
1,19,33,47.7,21,55.85901837,37.55149222,22499000
1,20,22,48,11,55.71856321,37.87446335,13999999
2,4,17,51.3,10,55.65094,37.3963,16000000
2,3,5,31.7,6,55.80833999,37.72361003,10250000
2,5,9,33,6,55.62589682,37.72082616,8700000
3,2,5,42.8,6,55.75563999,37.71873997,12700000
1,40,43,65,13,55.75679512,37.51790864,35000000
1,4,17,41.5,13,55.62614,37.31126004,9850000
2,8,13,65,8.2,55.66526999,37.50884002,18300000
1,1,17,53.9,9.3,55.81522776,37.40026847,17899999
2,14,17,77,14,55.80610447,37.64508214,31100000
1,9,11,45,10,55.57524,37.44965,13900000
2,3,14,37.9,10,55.54608347,37.56401846,11190000
2,11,16,58.5,10,55.85437887,37.35922775,13500000
2,8,9,44.1,6,55.75602086,37.83957606,12000000
1,6,14,79.5,13,55.59911,37.35495,14000000
5,10,12,45.1,5.8,55.72901001,37.52726998,14000000
2,11,14,52.2,8.5,55.99691166,37.18931085,11400000
1,7,23,50,6,55.71480528,37.43692881,34900000
2,2,17,51,8.3,55.87549342,37.49371274,13000000
1,2,15,69.1,11.7,55.57524,37.44965,12762425
1,2,17,67.2,15.2,55.61667,37.6,25700000
1,9,14,96,14,55.31596998,37.18279002,16900000
1,16,28,45.2,6.8,55.67401321,37.62719269,25899600
2,16,17,51,16.5,55.66667,37.5,10450000
2,9,9,33.2,8.5,55.64721999,37.65515,9500000
5,6,12,35.3,10,55.88983166,37.6461453,11600000
1,6,27,25.4,3.8,55.83065,37.61976,11400000
4,15,41,67.3,28.9,55.73196082,37.53921435,36490000
3,2,13,120,15,55.76172371,37.54680006,159999999
1,22,38,36,10,55.85901837,37.55149222,19000000
1,12,17,32.89,4.9,55.57524,37.44965,7785695
1,16,46,86.7,11.7,55.64424259,37.5081159,34000000
1,1,5,35.8,5.8,55.57524,37.44965,9155134
1,7,14,69,11.5,55.70833733,37.49075309,40000000
3,9,9,59.7,8.4,55.78933,37.63147003,21500000
1,4,41,110.26,16,55.7552914,37.52399108,41156980
5,4,12,35.3,10.1,55.73183002,37.53166,10700000
5,8,14,64.2,9.5,55.77823999,37.71518999,17500000
3,9,9,43.6,6,55.81651,37.80085999,12200000
1,6,21,85,22,55.76092,37.55495136,92000000
1,11,13,57.35,15.7,55.66667,37.75,33661000
1,4,6,127,16,55.7696,37.40679,75000000
2,7,12,39.2,8.6,55.60608168,37.73386915,10200000
4,15,21,37.26,8.7,55.7833045,37.51078691,15950000
2,3,19,79,15.1,55.56971001,37.60066997,22500000
1,22,23,47.8,13,55.59633001,37.59947002,20500000
5,14,14,46,6,55.58086629,37.63853806,10300000
1,3,15,62,12,55.59911,37.35495,12100000
1,53,57,75.2,12,55.74362,37.50799001,37000000
1,12,21,35.2,5.1,55.66867785,37.43923121,14439040
4,7,41,48,6,55.73196082,37.53921435,22900000
2,4,9,71,11,55.57166,37.47511501,15500000
2,12,17,54,10,55.6491,37.53513003,20200000
1,2,19,65,13,55.67580001,37.63216003,21950000
1,14,14,51.4,10.7,55.57524,37.44965,14406554
3,10,14,78,11,55.73427988,37.63605302,75500000
1,16,25,59.6,15.8,55.99432,37.18875,13195440
3,2,11,65.4,20,55.57462001,37.46923997,16000000
3,3,5,57.8,8,55.79785432,37.48511877,17500000
3,2,5,33.7,6,55.52405001,37.21539001,5950000
1,17,17,34.1,6,55.57524,37.44965,7387412
1,10,14,55.6,9.4,55.56648,37.49256999,14990000
2,1,9,26,6,55.59450978,37.60921855,7300000
1,7,12,55.7,12.3,55.59911,37.35495,12000000
2,14,16,35.3,8,55.84856001,37.58303,10700000
2,3,7,82,12,55.73147999,37.85239998,19990000
1,2,28,93.2,21.8,55.69967978,37.49347854,46304360
1,24,40,45.8,22,55.75679512,37.51790864,22500000
2,1,9,33,6,55.66720001,37.64359998,10599000
1,4,10,48,14.7,55.75622999,37.51331,19500000
2,15,17,42,10,55.57524,37.44965,10000000
1,4,20,79,19,55.79023001,37.45695998,34000000
1,6,14,36.41,4,55.57524,37.44965,9064355
3,3,9,44.8,5.6,55.89211952,37.51353696,12600000
3,7,7,58.8,10,55.70761998,37.67788004,19000000
1,17,29,32.8,13.3,55.68975112,37.7171476,16346808
2,4,9,44.8,6,55.67425,37.71965,11000000
1,30,32,38.4,19.1,55.75472,37.49196,17156505
2,8,9,32.5,6.8,55.88048687,37.56265713,9000000
2,2,16,40.5,9.6,55.59567048,37.59472572,11350000
1,10,19,41.31,14.4,55.57524,37.44965,9930942
1,18,19,45.5,8.2,55.72417998,37.73281998,17700000
5,12,12,34.8,9.6,55.62710949,37.6798882,10500000
1,11,40,64,11.6,55.85774675,37.55945573,14900000
3,5,5,31,5.5,55.82082999,37.49217998,8700000
1,4,14,84.5,10.2,55.54870999,37.53330998,18750000
2,26,33,37.7,10,55.68432,37.44654,11690000
5,1,10,34.7,10.1,55.57524,37.44965,10350000
3,6,9,38.1,6.5,55.81721999,37.53009996,13700000
2,19,19,37,8.2,55.69988998,37.91417997,8700000
1,8,15,41.8,19.8,55.76583,37.67272,19100000
1,1,14,53.6,15.7,55.59911,37.35495,9300000
5,2,17,55.6,10,55.79145498,37.60429061,23800000
2,12,19,40,13.2,55.56971001,37.60066997,12500000
1,4,17,40.6,10,55.56641002,37.48581996,9900000
1,24,33,96.57,35.7,55.74943,37.62371,76802121
3,5,5,105,10,55.71592,37.73211,19000000
1,22,22,39.1,9.5,55.61156993,37.53600531,12000000
1,4,5,72,10,55.48307001,37.27205,14500000
1,2,7,54,10,55.64944002,37.49785998,23000000
1,10,16,37,15,55.69967978,37.49347854,26000000
1,6,9,31.8,13.4,55.76037931,37.51910461,15890000
2,8,16,66,8,55.59567048,37.59472572,14900000
1,38,72,105,14,55.74686874,37.54134898,70000000
2,5,22,39,10,55.86292197,37.62136795,11000000
3,5,5,70.6,7.3,55.75340998,37.79976004,15800000
5,7,14,42,10,55.87829142,37.64492028,11500000
1,22,22,19.8,5,55.71856321,37.87446335,6500000
1,4,15,95.6,19,55.76583,37.67272,37700000
2,2,16,34.2,10.7,55.63590018,37.76692562,10600000
1,3,16,50,20,55.72740001,37.53575004,40000000
1,24,26,86,16,55.59216002,37.37371997,17000000
3,2,5,43.6,6,55.8062,37.80362,11100000
1,18,26,47,12,55.64155001,37.59106004,14800000
1,8,21,114,17,55.75762,37.56955,129300000
3,1,5,34.3,7.5,55.79830999,37.77375996,10500000
3,8,8,58,8,55.70331001,37.66896999,18500000
1,21,24,81.9,19.2,55.88706,37.57908,25500000
1,2,27,55.7,11.5,55.78900197,37.47245437,20079850
1,16,30,36.1,9.7,55.66667,37.5,10470684
2,6,14,39.01,7.4,55.57524,37.44965,9081988
1,15,26,32.5,15,55.56936498,37.48257995,9200000
1,16,24,37.93,4.1,55.57524,37.44965,12652345
2,24,24,70,24.5,55.66580409,37.74975985,22000000
5,3,5,60,6,55.65209501,37.56520501,24000000
1,7,12,72,25,55.72773001,37.57233998,107000000
1,4,14,40.6,18.9,55.82357,37.44621,14862766
1,27,27,76,22.5,55.66667,37.75,31904800
2,2,22,37.8,8.5,55.70779001,37.40324003,10600000
3,2,5,47,7,55.51578998,37.56773999,9999000
1,2,15,51.7,11,55.59911,37.35495,10850000
1,22,23,44,12,55.59633001,37.59947002,20500000
2,24,25,40.3,10.7,55.78535999,37.49096997,18457400
2,6,15,32,15.9,55.71314998,37.73126002,11600000
1,14,24,32.9,10,55.68975112,37.7171476,13990000
3,8,30,53.9,20,55.71421,37.67090001,25600000
2,4,9,43,6,55.68166001,37.65833001,12900000
1,5,21,47.5,21.9,55.57524,37.44965,12320605
1,8,25,72,12,55.64155001,37.59106004,19700000
2,4,22,68.9,9.2,55.70859999,37.48406001,20000000
2,2,16,36.3,8.2,55.83743455,37.63791275,12900000
2,2,17,35.3,9.5,55.71097999,37.40737004,10899000
1,5,29,106.6,16.2,55.70348399,37.45754091,36990000
3,6,6,76,20,55.77913518,37.57307934,66800000
3,1,5,131.2,27.2,55.76821897,37.63796985,118080000
3,4,5,27,5,55.76636651,37.61527054,27000000
3,7,9,31,6,55.6837,37.61681997,10900000
1,1,9,32.26,10.4,55.57524,37.44965,7611566
1,2,23,39,6,55.58292999,37.58118003,16000000
2,2,5,32.1,6,55.79395002,37.61543,11000000
1,12,23,41.9,19,55.64533822,37.35156355,16000000
2,3,17,76,12.8,55.68530999,37.92099999,16000000
4,19,28,41.5,12.5,55.61667,37.6,19233424
1,1,8,35.7,6,55.79474481,37.79935526,9600000
2,12,14,81,12,55.67316001,37.81688996,17200000
1,14,51,107,18,55.69545,37.48579004,53000000
4,22,58,36.1,10.8,55.65699847,37.52744337,17167860
3,4,5,41,6,55.83930001,37.53435001,12900000
4,16,48,55,8,55.83502998,37.63725002,27900000
2,2,17,96,10.5,55.7341,37.42340999,25000000
3,3,5,43,5.5,55.69436999,37.58057,12500000
2,6,14,58,10,55.51596998,37.35085003,16650000
3,3,5,16,4,55.65401,37.5572,4950000
1,4,4,48.7,13,55.79210001,37.77004996,13000000
1,3,7,32.86,4.8,55.57524,37.44965,9456056
2,5,9,60,6,55.7972857,37.72304024,22500000
1,6,22,74,13.5,55.71913193,37.43701844,36500000
5,1,9,36,7.4,55.75668001,37.77958002,1350000
3,3,3,100,20,55.76788,37.62426997,59000000
1,11,12,60.9,8.8,55.57524,37.44965,12500000
1,10,24,36.9,11.5,55.85608537,37.56117788,15300000
5,8,14,39,10,55.64098096,37.53215788,11500000
2,6,17,74.1,10,55.86152348,37.59794349,20000000
1,10,13,56.3,10.8,55.51975999,37.35572997,12500000
1,33,33,38.6,16.9,55.72464729,37.77583805,14651942
2,4,17,39,8,55.83122835,37.50484179,13100000
1,2,12,38.4,10.6,55.51975999,37.35572997,9100000
1,3,16,37.5,16.8,55.57524,37.44965,11836384
5,12,12,55.1,14.8,55.59911,37.35495,12200000
3,5,5,32.4,6,55.71724999,37.61746001,18600000
2,12,16,53,9,55.63173999,37.60388996,14000000
1,5,9,120.7,14.5,55.77239001,37.59366999,65000000
2,8,12,51.3,6.7,55.74203,37.67028,26800000
5,1,9,32,5.2,55.66039936,37.52266572,11350000
4,37,46,145.9,7.3,55.74013683,37.52180662,138986148
3,7,16,102,15,55.79970998,37.70682996,30900000
1,6,24,52,10.3,55.67310678,37.6162104,20500000
1,8,16,80,15,55.52436999,37.51413001,19500000
1,14,14,100,28.4,55.70833733,37.49075309,84200000
2,21,22,90,10,55.81678999,37.39754,21500000
