wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price
1,4,17,44.4,5.1,55.69922903,37.50091622,26724360
,4,14,42,13,55.74534132,37.70249938,13999000
,2,22,80,10,55.77590001,37.46666002,24000000
3,3,6,74.9,10.1,55.71229,37.66651996,24990000
3,7,10,67,9,55.74857002,37.55838,30300000
1,16,22,34.86,9.9,55.57524,37.44965,12100000
3,3,5,32.8,6,55.77880365,37.57110589,14300000
1,8,16,65.4,9.7,55.71471324,37.47422664,16700000
1,17,17,76.7,10,55.638925,37.64127501,18300000
1,1,9,48.9,,55.57524,37.44965,16221380
2,12,19,56,8.1,55.94899503,37.34740894,10200000
,7,12,36,10,55.76172371,37.54680006,14700000
,8,8,68.4,21.1,54.06592001,38.21441002,16251840
1,12,15,49.5,10.2,55.57524,37.44965,14879997
1,14,14,56.7,12.7,55.57524,37.44965,10362549
5,5,12,83,8,55.75831,37.82078998,22000000
,,,,,-1,-1,
3,6,8,80,8,55.82161187,37.60284554,28500000
1,19,35,42.7,5.6,55.81561,37.50132,18252115
,2,25,64.3,,55.78533,37.7346,21752690
3,4,4,60.5,,55.79435998,37.69277996,9700000
1,8,19,57,12.2,55.63764348,37.39776308,17800000
2,4,14,53.2,8.5,55.84961,37.35257,15500000
2,17,23,76,10,55.72281,37.77134,22950000
1,2,9,35.04,11.3,55.57524,37.44965,8128873
3,11,12,95.3,,55.72261998,37.53267002,50000000
1,2,8,50.5,,55.7503,37.46887,18050000
2,9,17,38,8,55.66334477,37.74425946,10250000
4,11,14,41.4,7.5,55.69770499,37.83472937,13844160
1,7,10,39.5,18,55.59911,37.35495,10900000
,10,33,48,16,55.88347898,37.50054872,17500000
1,2,12,65.5,,55.57524,37.44965,14916878
1,10,10,56.6,,55.72787278,37.63234324,30859452
3,9,19,46,11,55.5759117,37.48109115,11800000
,6,9,79,7,55.73812998,37.52890001,35500000
2,11,12,32.4,6.4,55.59234999,37.64573997,8500000
,15,24,35,15,55.57659,37.48160001,9800000
3,7,12,49.6,9.1,55.73551998,37.47559999,20000000
1,16,17,61.5,15.7,55.8069025,37.70608086,21500000
2,11,24,40,9,55.72405002,37.90750001,10000000
1,7,17,72.7,10.1,55.81594481,37.39348827,20500000
1,24,28,41.7,,55.75696,37.61502,17657865
3,3,13,48,10,55.71250998,37.61897999,26500000
,1,9,44,6,55.64570001,37.48676997,13000000
5,8,9,54,7,55.72254002,37.51228004,18700000
4,16,23,54.4,,55.88706,37.57908,28216000
1,19,24,82,12.6,55.82163,37.59218003,48000000
4,11,12,35.5,,55.71655693,37.75564927,17228150
2,9,22,81.5,10.1,55.64486999,37.7529,19800000
4,5,28,41,15,55.68123844,37.62857453,20500000
,9,10,67,9,55.76963999,37.64878997,48000000
1,18,49,38.22,,55.83039998,37.40420001,15595979
2,10,25,36,10,55.86129639,37.36668932,12000000
3,9,9,48.5,7.2,55.70705998,37.57781001,26000000
4,2,7,44.1,,55.57524,37.44965,11787930
2,3,15,24.7,6.9,55.93694541,37.36975052,8000000
,11,21,90,6,55.76298451,37.554875,99989000
3,4,16,55,9.4,55.78289999,37.72799997,16600000
3,4,10,109.2,7.2,55.73417,37.58597,160000000
1,13,16,58.4,10,55.88924153,37.53999988,18700000
2,6,17,38,7.8,55.5837038,37.66903381,10500000
1,11,18,48.9,5.3,55.66667,37.75,19394112
1,15,17,32.6,5.9,55.87105,37.51282,8300000
2,4,9,44.2,6.5,55.63267998,37.53142003,13000000
1,9,21,30.5,,55.69733999,37.62551997,16200000
1,4,14,92.61,16,55.74943,37.62371,38555760
1,13,19,37.9,9.2,55.88393,37.69976,10700000
1,12,24,40,10,55.5759117,37.48109115,12250000
4,4,20,76.6,14,55.75963071,37.57586565,62046000
1,8,12,137,12.8,55.70833733,37.49075309,102000000
5,6,9,31.3,6,55.75264999,37.71061003,10700000
1,2,17,90,26.5,55.57524,37.44965,16711336
1,30,33,81.9,17,55.76037931,37.51910461,38500000
,16,31,85,20,55.6890801,37.47359485,52000000
2,6,12,47,7,55.66957,37.76465998,11800000
1,22,24,58,9,55.77242999,37.47425998,23000000
2,7,21,36.5,8.3,55.68311,37.59819002,13500000
1,10,11,152,42,55.74887001,37.55732003,200000000
,3,44,56.2,15,55.76429393,37.5093029,27100000
1,14,16,37.3,17.6,55.57524,37.44965,12087028
4,27,29,53.1,19.3,55.72321554,37.69251967,22566561
2,50,65,53,23,55.75361993,37.57133519,55000000
5,14,15,35.17,12,55.59911,37.35495,9000000
2,3,9,32.8,6.7,55.87829142,37.64492028,10300000
,7,14,38,10,55.56936498,37.48257995,10250000
5,14,14,38,,55.71471324,37.47422664,13450000
,,,,,-1,-1,
5,2,9,37.3,7.5,55.817,37.71042999,10000000
1,13,13,51.8,27.7,55.70833733,37.49075309,45020000
1,3,15,154.2,,55.77946001,37.63836004,1.90E+15
1,21,41,77,33,55.73196082,37.53921435,39500000
5,1,12,34.5,9.6,55.62294,37.47155002,8400000
3,4,8,45.2,8,55.78647998,37.65587998,20200000
1,3,28,81.4,25.6,55.69967978,37.49347854,43341568
2,14,16,35.1,10,55.73477771,37.70687451,12000000
1,2,10,73.5,,55.6999473,37.63907606,36600000
1,10,20,68.45,21.1,55.70277184,37.63335336,32000000
,2,5,190,20,55.76547724,37.63832178,95000000
2,2,9,58,6,55.80451069,37.47208964,17000000
1,16,17,38.1,8,55.83947,37.38887998,12700000
1,10,28,67,20,55.75472,37.49196,35000000
3,4,8,101,12,55.80278525,37.507734,38000000
5,1,17,74.1,10.1,55.60512715,37.75033315,25000000
,2,9,26.3,6.4,55.74613001,37.70310999,10800000
,,,,,-1,-1,
1,5,19,66.9,12.6,55.82357,37.44621,33000000
3,2,15,54,8,55.77654001,37.61448997,23850000
1,44,44,90,20,55.77022001,37.56383,75000000
,31,38,78,20,55.81130505,37.40206832,42000000
2,2,14,39.5,10,55.72734,37.62238002,18500000
1,2,16,49.9,17.6,55.57524,37.44965,14823115
,3,12,63.8,,55.72246001,37.53307001,120000000
,2,17,38,7.3,55.70303998,37.91879999,9750000
2,1,5,45,6,55.58015001,37.48179003,8200000
2,2,12,52.4,8,55.66396043,37.6354798,14700000
,5,9,60,9,55.72228999,37.58451997,38900000
1,13,26,113.3,15.5,55.82542263,37.42069913,47000000
1,5,7,34.1,5,55.57524,37.44965,9462874
1,3,17,38,17.1,55.57524,37.44965,10003456
2,12,17,76,13,55.58849,37.37729996,14699900
1,24,28,71,12.9,55.76867005,37.50639974,29152600
2,2,21,39.3,9,55.68920556,37.57005642,14500000
2,11,12,54,9,55.53275001,37.52438996,13990000
1,2,5,127.1,57.2,55.74583999,37.60765998,279620000
3,2,9,30.6,5,55.88908001,37.53766002,10000000
,24,32,62.6,9,55.65209501,37.56520501,36900000
1,30,30,40.4,17.4,55.66667,37.5,13336790
,2,25,46.1,16.3,55.57524,37.44965,14000000
5,9,12,49,9.5,55.80663,37.45310003,14150000
1,16,23,35,11.2,55.71088549,37.93674543,9500000
3,9,9,34.2,7.5,55.79637,37.45630996,11700000
4,2,16,46.12,,55.70277184,37.63335336,18484896
,5,14,45,21,55.70833733,37.49075309,35000000
3,3,8,72,9,55.76776001,37.56596998,39900000
,15,25,50,16,55.75232,37.38712,18100000
,2,17,31.6,16.2,55.59911,37.35495,11450000
1,5,18,136.3,,55.74943,37.62371,167699000
2,1,9,52,7,55.59632539,37.53816661,13000000
1,4,32,35.56,4.4,55.7503,37.46887,29098756
1,1,14,38,8,55.74612393,37.87377595,8250000
,,,,,-1,-1,
5,6,9,37.7,7.5,55.83442943,37.66181629,12500000
5,6,12,35.2,10,55.72885,37.52414001,11850000
,5,15,38.1,17.6,55.72757186,37.75446478,15890000
2,7,9,60,6,55.86863999,37.60430001,15000000
5,14,14,64.3,9.4,55.79653001,37.60157002,21950000
,4,13,100,12,55.70833733,37.49075309,69000000
2,3,7,80,8.5,55.66615999,37.78355002,16500000
2,2,14,39,6,55.5650665,37.56537395,11600000
1,28,29,86,12,55.71120002,37.50473004,40000000
1,35,43,63.4,12.8,55.75679512,37.51790864,43200000
1,2,18,91.2,20.8,55.57524,37.44965,18023705
3,2,8,100,9,55.73920999,37.51551998,35000000
1,3,5,75,8.7,55.69096255,37.6064896,8200000
4,7,20,51.6,,55.77703002,37.69194001,28173600
1,15,19,40.2,4.5,55.58292999,37.58118003,15700000
3,5,8,73,20,55.76063264,37.60062973,58000000
,9,23,63.3,,55.7185994,37.72159411,18000000
2,5,12,34.3,8,55.58995467,37.60581821,11000000
4,2,21,41.1,6,55.77254,37.49693998,20900000
1,15,30,49.4,,55.71655693,37.75564927,18500000
2,1,9,60,,55.65599001,37.52020001,14000000
1,7,10,50,12.5,55.57524,37.44965,15500000
1,3,8,36.5,11.4,55.57524,37.44965,9335547
1,9,12,39.9,,55.7503,37.46887,10204425
1,14,36,96,40,55.75679512,37.51790864,62000000
2,9,19,59.4,16.2,55.56971001,37.60066997,17250000
3,6,16,64.7,8.2,55.71376448,37.42277725,16890000
1,3,24,44.7,10.5,55.72079,37.90383997,10000000
2,5,17,51,9,55.62448001,37.31200997,14500000
3,4,10,41.5,7.3,55.74336999,37.78824997,14650000
,2,5,45,6.5,55.49090998,37.30415,7920000
2,8,9,58.5,6,55.60297201,37.71433777,14500000
1,2,15,90,15,55.78852999,37.53749004,34000000
2,1,16,35.4,8,55.71430642,37.40868318,8300000
2,6,9,32.4,6,55.77242,37.83276,9500000
1,17,30,39.4,,55.66016001,37.55171999,11751050
,7,18,130,19.5,55.80761,37.64361,67800000
,23,40,86,21.9,55.69730154,37.63874324,45000000
3,2,3,35.4,,55.48839742,36.91566489,5345400
2,10,17,40.5,14,55.59911,37.35495,10690000
3,3,6,110,10,55.76720164,37.61156947,65000000
3,4,18,36.8,9.6,55.60741781,37.6494778,9500000
1,3,10,75,19,55.80364,37.63022004,28750000
1,6,23,46.9,1.2,55.85305375,37.60621196,11486584
,,,,,-1,-1,
1,22,22,106,5.5,55.82357,37.44621,100753000
4,29,47,78.7,11.8,55.64424259,37.5081159,36737160
3,5,9,130,21,55.73881001,37.57095998,85000000
1,5,21,70.4,21.7,55.57524,37.44965,15086040
1,2,32,47,19,55.77252441,37.42756414,21950000
1,1,5,30,8,55.71435002,37.59635002,7500000
1,3,20,60.88,17.2,55.70579272,37.63364171,29274337
2,4,16,34.4,10,55.75117934,37.41964675,12000000
2,1,12,59.4,12.4,55.72783998,37.42540245,15000000
3,3,9,34,7.5,55.72548001,37.58187003,16200000
,9,27,48,23,55.7063,37.51694,31700000
1,2,12,47.86,7,55.57524,37.44965,10787751
1,16,23,43.4,17.1,55.75010613,37.43185301,30000000
,5,7,59.6,11.8,55.74923998,37.65521998,29900000
1,2,16,76.1,11.1,55.57524,37.44965,19823824
,2,8,59,11,55.73620998,37.67182998,24990000
1,8,29,80,10,55.71120002,37.50473004,39900000
3,1,12,52.4,7.2,55.62281696,37.65754948,12000000
2,14,22,41,11,55.88983166,37.6461453,13500000
4,7,9,37.04,4,55.73091246,37.85550891,10865000
,,,,,-1,-1,
1,13,21,34,8,55.83571,37.49778001,12300000
4,5,28,23,10,55.86162999,37.35551003,5300000
,,,,,-1,-1,
1,10,21,40,12,55.75611348,37.55194816,38000000
,2,10,71.6,8.6,55.74641,37.67284,22999999
,11,20,38,,55.83955067,37.51632057,13500000
,5,5,42,6,55.81114,37.58917997,13999900
2,13,17,37.2,8.5,55.85757499,37.50896499,11500000
,10,14,41.6,12.8,55.74534132,37.70249938,14500000
3,1,10,96.4,20,55.70702,37.57207,19200000
1,14,14,34.77,4.2,55.57524,37.44965,9138314
,2,12,46.1,7,55.80139998,37.57460996,14800000
4,4,17,131.2,9,55.77252441,37.42756414,51500000
2,1,12,39.1,8.9,55.59768,37.67118,8000000
1,5,21,69.28,,55.83039998,37.40420001,19758729
1,11,54,108,,55.79766958,37.50022075,43000000
1,3,6,128,10,55.73840998,37.59697003,189000000
1,3,22,39,10,55.88807,37.53047,14900000
1,34,41,72.43,23.8,55.7590326,37.55900032,33000000
1,11,15,36,14,55.70106413,37.6299042,17800000
2,3,16,37,8.2,55.88048687,37.56265713,11000000
1,1,17,56,9,55.87027001,37.51206999,13000000
1,2,9,45,6,55.87544497,37.55769927,10000000
,17,17,57.1,,55.57524,37.44965,13159989
3,1,5,19,2,55.72855999,37.68081999,5920000
2,11,14,60.4,9,55.78816999,37.35684996,15500000
,4,10,56.3,8,55.75064999,37.56237004,26500000
2,8,17,51,10,55.87544497,37.55769927,16000000
3,4,9,42.1,5.5,55.70398745,37.66433257,15500000
2,1,12,45.7,5.5,55.85463999,37.44890002,12500000
2,9,19,59,11.1,55.57524,37.44965,16870000
3,6,8,90,5,55.76414077,37.60617446,45000000
1,7,18,101,21,55.721875,37.61029499,58000000
2,9,9,45,6.3,55.85066998,37.43959997,12600000
4,8,20,138,19.1,55.77438,37.47205,61566458
3,5,5,43,5.2,55.82299855,37.52012299,11500000
1,18,22,138.8,,55.72082905,37.61759129,66624000
,26,39,40.3,,55.6890801,37.47359485,17900000
,18,22,62.9,,55.57524,37.44965,14870459
1,23,25,71.2,,55.66667,37.5,32706432
1,3,34,97.7,,55.75696,37.61502,32641570
4,8,11,138.8,,55.72803277,37.57104723,2.28E+15
1,32,33,44.5,17.4,55.68432,37.44654,16941150
1,12,24,34,,55.60741781,37.6494778,8300000
,3,9,42.3,12,55.44921999,36.96339002,10143540
1,19,28,43.7,16.2,55.61667,37.6,19197410
1,7,10,42.88,5.7,55.57524,37.44965,10473595
2,11,17,52,8,55.57330258,37.57103002,15900000
3,2,3,58.5,,55.48839742,36.91566489,9360000
3,14,21,86,,55.70857178,37.5029491,50000000
2,15,17,53,9,55.61853638,37.7435989,13300000
2,9,17,37.4,7.5,55.70894,37.92533997,9300000
4,44,47,88.5,14.3,55.64424259,37.5081159,37488600
1,12,22,39.3,9.7,55.66119902,37.56966424,12900000
2,6,14,35.5,9.1,55.87892921,37.47820011,13250000
1,21,26,53.16,5.7,55.74943,37.62371,40763088
,6,8,131.2,11.2,55.75762427,37.63509281,62500000
1,9,12,110,,55.80287188,37.5221071,73000000
3,15,28,100,21,55.75706998,37.51166003,55000000
5,2,14,34.6,6,55.82357,37.44621,10000000
1,7,41,106,24.4,55.7590326,37.55900032,39000000
4,4,6,51.2,,55.74568462,37.63897923,55500800
2,9,9,59,5.8,55.62401902,37.62327584,14800000
2,3,5,57.7,,55.86208999,37.50770997,13850000
3,13,16,36,9.9,55.59911,37.35495,9000000
2,1,14,70.6,11.2,56.00355484,37.21162664,16990000
5,12,12,40,7.5,55.70331998,37.74111999,11600000
,9,26,63,14,55.78811,37.53033,33500000
3,9,9,53.1,12,55.76414077,37.60617446,47500000
1,10,14,115.6,14.1,55.73555596,37.54046501,66800000
1,18,29,63.8,,55.72082905,37.61759129,44500000
,,,,,-1,-1,
1,12,22,35,,55.57524,37.44965,10800008
1,15,36,76,28,55.75679512,37.51790864,49999000
1,29,78,68,,55.75365195,37.54600021,47600000
1,7,22,54,,55.71650002,37.47493002,38531605
1,14,30,32.6,7.3,55.71848271,37.42892825,17000000
,4,6,40,11,55.57524,37.44965,7300000
2,4,9,44.4,6,55.64114499,37.501135,12100000
,,,,,-1,-1,
1,10,20,55.9,11,55.75348539,37.51618462,24250000
,4,7,200.9,17,55.74821999,37.60440998,290000000
4,14,14,104.8,,55.68893001,37.65569004,52040855
3,5,5,55,5.5,55.69248,37.57827001,14300000
2,7,9,45,7,55.71215493,37.79771407,11850000
2,8,12,49.2,10.2,55.75023817,37.51605491,17300000
2,11,17,75.1,10.3,55.77871,37.53189998,22500000
,,,,,-1,-1,
1,44,53,40.2,,55.82357,37.44621,16589978
2,9,9,44,6,55.86289,37.61453004,12200000
,43,43,42.4,,55.75679512,37.51790864,26200000
1,12,13,61,14,55.76629799,37.59143318,59900000
3,7,9,52,6,55.80861001,37.63929998,19500000
2,4,17,36.6,7,55.97439002,37.15067164,8000000
,7,25,82,20,55.82672445,37.4231721,29950000
1,2,23,40.3,2.9,55.85305375,37.60621196,8871477
2,4,25,60.7,,55.68745999,37.46427,23000000
1,9,17,46.05,8.6,55.59768,37.67118,16435799
5,4,5,63.8,8.9,55.75237,37.77932001,13800000
1,7,28,44.4,8.9,55.76867005,37.50639974,17764440
,,,,,-1,-1,
1,8,33,32.3,16,55.68432,37.44654,10800000
2,12,12,35,7,55.88696999,37.60331002,11200000
,21,21,38,,55.73024999,37.69828997,15968079
3,3,7,117.4,15.1,55.77577001,37.63131999,48500000
4,37,47,49.1,8.3,55.64424259,37.5081159,25458350
2,11,17,51.9,10,55.69922903,37.50091622,20000000
,22,27,146.8,19.7,55.42994441,37.19414753,62000000
4,4,21,150,16,55.719575,37.50100998,65000000
1,11,18,34.12,4,55.62141,37.47646,11558978
3,5,21,31.4,7,55.78015727,37.58313979,19999999
2,15,17,78.1,10.2,55.72281,37.77134,29000000
3,3,5,54.5,6,55.79427,37.78540997,12900000
1,2,19,48.1,16.9,55.73342,37.62903,19240000
,22,22,77,9.9,55.61265,37.54111001,28800000
2,1,16,37.8,8.4,55.79848999,37.39862,13000000
3,2,5,88,,55.73990417,37.62593122,67500000
2,8,12,37,6.7,55.69264,37.43746,11370000
,,,,,-1,-1,
2,12,12,64,7,55.76697002,37.8328828,16990000
1,33,38,50,10,55.83779,37.6498,21000000
1,17,23,37.97,5.5,55.59768,37.67118,13744966
1,2,21,115,20,55.76200024,37.55260457,110000000
1,14,29,45,,55.70348399,37.45754091,17600000
1,20,29,57,27,55.71790998,37.42990998,28250000
1,1,5,90.6,,55.82357,37.44621,20850000
5,13,14,39,6.4,55.99226589,37.22654676,9500000
1,2,15,66.1,11.7,55.57524,37.44965,14177648
5,8,23,72,10.3,55.97243023,37.16393997,14990000
2,7,18,53.8,8.2,55.79011002,37.78802001,20000000
4,7,22,60.2,,55.84990999,37.68314999,22142467
3,7,12,85.3,,55.77920998,37.69897,42500000
5,11,12,34.5,10,55.79720999,37.8219,11850000
5,1,17,36.6,8,55.753765,37.40548499,12850000
1,47,69,36.5,3.2,55.66667,37.75,15018638
,6,8,115,6,55.78560001,37.60686001,48400000
2,11,17,64.1,7.8,55.82608,37.96067,12900000
,,,,,-1,-1,
5,7,9,44.5,5,55.81770999,37.53255997,13000000
1,9,14,60.1,21,55.80164229,37.59636213,24800000
4,7,26,42.8,10.4,55.82357,37.44621,16965920
,7,8,80,10,55.74713998,37.49913998,30990000
3,8,9,48,5.7,55.80664001,37.71486997,13500000
3,5,15,96.2,20,55.74329343,37.55080425,83000000
1,2,16,100.4,15.2,55.57524,37.44965,17041398
1,14,32,56,20.1,55.75472,37.49196,22557696
1,10,13,59.66,17.5,55.66667,37.75,33760000
,7,12,33.2,8,55.61463999,37.49204998,9100000
2,1,9,58.5,6.5,55.72687274,37.81363059,13500000
1,33,42,91.5,41.2,55.7503,37.46887,36281319
1,10,11,89.6,,55.6890801,37.47359485,44304512
,12,27,62,14,55.78811,37.53033,26000000
3,1,3,38.5,11.4,55.57524,37.44965,8900000
4,31,32,43.3,13,55.88347,37.49582,15464898
2,2,17,36.9,7.3,55.89308786,37.66674274,10999000
1,16,20,41.8,,55.67266,37.57923,12900000
,5,14,40.2,4.9,55.71125001,37.43302998,14500000
2,11,12,52.4,10,55.72783998,37.42540245,14400000
4,19,29,61.1,,55.72321554,37.69251967,21570468
3,4,9,20.6,3,55.81893002,37.82511999,7200000
1,2,20,38,10,55.64885001,37.38148002,14000000
1,6,23,100,10,55.63948205,37.52418007,56000000
2,16,17,39.5,8.7,55.64378999,37.74170002,12300000
1,34,43,53,5,55.80569452,37.5716336,23500000
2,4,12,64.8,8,55.86679999,37.59872998,18500000
1,2,16,37.5,10.7,55.80317,37.50458,21720988
2,7,9,34.7,6.4,55.5837038,37.66903381,8550000
,13,14,34.7,11.2,55.59911,37.35495,9050000
1,3,22,57.4,16.2,55.85110999,37.68265001,19870358
1,13,30,40.7,10,55.71811308,37.45109521,15500000
1,12,13,31.8,10.2,55.55384001,37.46374999,8800000
3,10,21,55,10.2,55.65583103,37.49706869,24990000
1,15,17,58.7,20.5,55.59911,37.35495,18800000
1,12,31,55.1,20.9,55.75210999,37.76180996,17459086
3,10,11,63.1,6,55.78327998,37.55857002,34000000
,1,9,34,8,55.83197,37.48809003,9900000
1,15,16,37.4,12.6,55.57524,37.44965,12809904
5,11,14,45,6,55.83502998,37.66569996,12999999
2,10,17,76,10.1,55.67314739,37.45450759,7000000
,4,6,62,7,55.77078998,37.58431998,32500000
,28,46,28.4,,55.75679512,37.51790864,17500000
3,3,4,30,,55.69593054,37.57976873,12500000
1,13,29,37,11,55.71790998,37.42990998,16600000
4,29,36,52.8,,55.75679512,37.51790864,31500000
5,3,12,38.8,7.8,55.7311,37.62980002,18500000
3,6,9,32,6,55.88159242,37.68430407,11000000
5,6,9,45,5.2,55.77636998,37.45918001,13800000
1,8,12,67.7,19.3,55.57524,37.44965,16723597
1,51,52,67.85,,55.82357,37.44621,26083096
4,17,19,53.9,,55.82357,37.44621,20015657
1,52,59,86.6,23.4,55.80928657,37.5778365,38500000
3,3,5,68.7,8,55.76138,37.54143003,24500000
1,20,21,86.7,15,55.70857178,37.5029491,60000000
1,8,9,42.8,,55.48761,37.27764,6548400
2,10,12,33,8,55.64424259,37.5081159,12590000
,,,,,-1,-1,
1,6,22,62,23,55.80812998,37.48919996,17400000
,,,,,-1,-1,
1,19,25,38.4,11.5,55.84961,37.35257,15150000
1,5,25,56.3,,55.59911,37.35495,18000000
3,13,18,33.4,9.4,55.59911,37.35495,8700000
1,21,32,68.3,25.1,55.73446001,37.52531004,59950000
1,22,57,34,16,55.79766958,37.50022075,21490000
1,2,21,69.2,21.5,55.75010613,37.43185301,34600000
3,4,6,48.2,10,55.72082905,37.61759129,23500000
,1,8,34,7,55.75391,37.64509003,19999990
3,3,5,32.3,6,55.77815001,37.72579997,11650000
1,16,26,46.6,15,55.75679512,37.51790864,26990000
,4,14,86.6,24,55.79481103,37.60998941,43900000
2,7,12,39.3,9,55.61156042,37.70816481,10990000
4,8,30,38.2,11.5,55.64614,37.64972,15098511
4,20,33,103.1,10,55.79356186,37.54774051,73500000
,9,17,51.3,9,55.85292999,37.35418997,13900000
1,4,9,71.4,12.5,55.57524,37.44965,17582607
5,11,12,47,10,55.6693884,37.61056708,14800000
,2,30,36.8,,55.82357,37.44621,14500000
1,9,16,39.4,17.6,55.57524,37.44965,12707091
1,13,15,38.02,3.9,55.57524,37.44965,9426264
4,2,10,48,,55.87993074,37.54493382,11712270
1,3,7,112,,55.71014968,37.44613085,33000000
5,5,12,36,9,55.86866999,37.54821996,12500000
2,14,16,62,12,55.67648537,37.52911702,19700000
2,14,25,90,14.1,55.57524,37.44965,17000000
1,14,17,37.9,8.4,55.57524,37.44965,11500000
1,7,19,55.7,17.9,55.61667,37.6,28070405
1,23,32,65.4,25.8,55.75981702,37.51749183,30656942
1,18,25,63,15,55.76919,37.47261997,30700000
2,15,18,53,9,55.66471514,37.75341571,14500000
1,9,19,39,15.6,55.59911,37.35495,8849468
1,2,16,37.1,,55.63820998,37.32660001,11900000
,,,,,-1,-1,
3,2,8,59,9,55.7935,37.50591004,24900000
1,14,14,119.16,13.8,55.61667,37.6,80429973
1,6,9,38,,55.76635001,37.74443998,13350000
2,3,9,32.5,7,55.81181001,37.80111003,9400000
3,4,5,36,5,55.77186999,37.59452,26000000
4,10,16,69.4,,55.85201552,37.64615702,47851300
,2,14,59,9,55.64139084,37.79053938,13900000
,,,,,-1,-1,
1,13,24,47.9,18,55.68123844,37.62857453,20150000
3,4,9,36.3,7.5,55.731155,37.58779998,18350000
2,2,25,60,15.7,55.78535999,37.49096997,22500000
3,1,16,43.9,12,55.86057999,37.48899,14100000
3,12,14,120,,55.78568002,37.63332,75000000
1,4,19,37.9,15,55.64885001,37.38148002,13650000
,7,9,44,6,55.66722,37.54393002,14000000
3,3,6,111.1,13.5,55.74155001,37.60213002,79990000
3,3,5,43.2,5.4,55.73180998,37.72322002,10000000
1,24,24,40,16.9,55.75696,37.61502,18261200
,,,,,-1,-1,
5,6,8,72,8,55.72231002,37.62156002,28500000
1,10,50,49.6,18,55.7503,37.46887,24046080
5,9,10,36.6,11.5,55.59911,37.35495,6800000
4,12,23,37.5,11.3,55.60561,37.60174,16195575
2,3,9,45.5,6,55.71904397,37.82148234,10800000
5,2,14,56,16,55.59911,37.35495,13100000
1,11,17,40.5,4,55.57524,37.44965,8400000
4,13,23,42.6,16.4,55.57524,37.44965,9391296
3,3,3,58.6,,55.48839742,36.91566489,9669000
,7,10,47,12,55.59911,37.35495,6800000
1,30,32,36.9,18,55.88824,37.65444,11788812
2,6,17,36.9,7.3,55.7696,37.40679,11990000
,7,9,31.6,5.2,55.7972857,37.72304024,12850000
1,15,21,39,,55.65371001,37.53002,14700000
1,7,24,100,11,55.7590326,37.55900032,56000000
,7,17,39,9,55.62697002,37.61237002,13500000
1,2,10,43.6,21.2,55.57524,37.44965,13909228
1,1,5,44.43,7.8,55.57524,37.44965,11181709
,,,,,-1,-1,
1,9,13,99.7,,55.72604998,37.57072001,120000000
1,5,8,149,,55.83333,37.41667,100000000
1,15,17,34,10.7,55.97006001,37.16406166,7950000
5,12,12,35,10,55.79119012,37.72897931,11180000
2,14,17,38.2,8.5,55.63678421,37.74277377,10450000
2,2,3,52.5,10.5,55.49655,36.91760999,7300000
4,6,8,170,25,55.72246001,37.53307001,204000000
2,3,17,75,10.2,55.74045998,37.81957997,19250000
1,20,46,36.4,19,55.71992858,37.63913095,24000000
4,13,20,99.2,24.7,55.75829954,37.50844125,41911008
2,20,24,61.5,11.4,55.72228001,37.90855002,14100000
1,10,14,116,14,55.70833733,37.49075309,67000000
2,12,14,37.9,8,55.97805086,37.15435708,8500000
2,17,17,38,8,55.62425998,37.30962003,10500000
1,3,3,60.4,14.2,55.59911,37.35495,17000000
1,3,3,102,20,55.744792,37.60045299,198000000
2,1,12,50,7.3,55.596975,37.59668999,13500000
1,5,28,36,12,55.70347,37.63744,15800000
2,2,5,42,5.6,55.81691991,37.80298589,12600000
1,11,20,43.25,15.3,55.70347,37.63744,24390000
1,1,9,59.94,14.1,55.57524,37.44965,11809539
2,1,16,36.1,8,55.89072001,37.60827001,8970000
,5,12,53,9,55.86753999,37.63301004,16480000
4,7,19,43.1,18.8,55.72387539,37.64405816,18000000
2,8,9,44.4,6,55.8644002,37.5100898,11199000
1,17,25,70.3,27,55.5759117,37.48109115,17480000
2,12,17,38.4,8,55.61012001,37.72804003,11000000
1,13,13,36.34,,55.87105,37.51282,8700000
1,18,20,68.2,18.2,55.6999473,37.63907606,41499000
1,2,16,39.4,14.9,55.57524,37.44965,11470837
1,13,17,53,10,55.67951001,37.69538003,21000000
,,,,,-1,-1,
3,4,5,80,8.7,55.74079002,37.73733003,18000000
2,3,5,73,,55.89370703,37.39247171,23000000
3,5,12,76.1,10,55.76418999,37.59748996,75000000
1,20,29,48,7.6,55.66268798,37.55361171,16896000
2,9,9,32.5,6,55.81130505,37.40206832,12250000
2,7,9,47.4,6.3,55.81800998,37.79911002,12800000
2,5,12,65.1,9.7,55.71585,37.77470996,14700000
2,2,40,32.5,8,55.72577444,37.67060043,12900000
5,5,12,35,10,55.78547001,37.6841,12500000
2,8,9,45.6,6,55.85066998,37.43959997,13500000
5,9,12,38.5,9,55.99080951,37.21012359,10800000
,25,43,117,35,55.75679512,37.51790864,62000000
1,5,27,72,27,55.7590326,37.55900032,42000000
,5,5,45,5,55.63157605,37.64838538,12999999
1,17,25,60.4,15.8,55.66667,37.75,26980680
1,11,33,39.6,18,55.8798181,37.63703669,14900000
2,12,12,64.4,,55.90281527,37.58705595,17500000
2,15,16,41.4,19.4,55.69694738,37.63378209,18300000
