wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price
2,5,16,57,9,55.7261047,37.52644613,24500000
2,3,13,34.3,10.9,55.93694541,37.36975052,11027450
2,1,17,38,9,55.69157002,37.49105999,14600000
2,1,17,54,9.3,55.85261002,37.35088004,11400000
4,25,58,52.1,15.6,55.65699847,37.52744337,33289920
,17,18,43,12,55.4931,37.55414002,8600000
3,2,6,90,40,55.81303,37.64817,34900000
3,3,10,114.3,,55.76448,37.78589997,24000000
3,5,5,41,5.5,55.82175505,37.76173141,10980000
2,9,17,54,9,55.64667001,37.36990997,14000000
1,5,28,65,20,55.75472,37.49196,38000000
4,26,40,60.4,18.1,55.69730154,37.63874324,30884634
2,12,17,39,7.2,55.8797345,37.62037593,13500000
2,7,9,57.3,6,55.72310999,37.81483003,13000000
3,1,3,25.1,5,55.86061,37.52502003,7198354
2,3,9,45.6,6,55.73295998,37.43803004,14100000
,6,15,58.4,23,55.72757186,37.75446478,20500000
2,8,17,38,8.4,55.69119,37.49281,14490000
,5,15,38.1,10,55.72757186,37.75446478,15899000
2,8,12,61.5,8,55.85941,37.61497,15400000
1,8,20,40.5,19,55.80993219,37.52470904,19600000
2,8,9,33.5,8,55.67615735,37.67620411,12300000
1,7,23,62.3,,55.72417998,37.73281998,21000000
,5,6,144,,55.76195001,37.60459002,167000000
1,4,68,37.9,16.3,55.66667,37.75,13929461
,4,17,36.1,,55.57524,37.44965,9222488
2,1,12,61.9,8.3,55.73443722,37.47717426,18600000
3,3,5,41.2,5.4,55.70897091,37.73035997,11000000
1,28,43,85,17,55.7807455,37.52573248,29650000
1,12,25,46.2,16.5,55.71471324,37.47422664,30000000
1,13,16,43.5,8.5,55.59911,37.35495,11500000
2,9,14,78.33,12.5,55.57524,37.44965,14751257
5,11,12,38.5,6,55.67682001,37.67284998,13500000
,4,17,33.1,9.8,55.57524,37.44965,11000000
1,28,28,59.7,11.3,55.69967978,37.49347854,34517871
,,,,,-1,-1,
5,7,12,38.4,7.3,55.69770499,37.83472937,11000000
2,5,45,51.6,17,55.81237001,37.59531,18499000
3,5,5,30.6,5.8,55.79757,37.77949997,9350000
2,1,12,38,8,55.66092505,37.764494,9900000
5,1,3,48,10.8,55.48839742,36.91566489,6150000
1,3,25,47.4,17.6,55.6796663,37.51179196,24174000
3,3,9,65,15,55.76157002,37.59866997,906626001000000
1,8,17,78,7.7,55.8013056,37.56393161,31863000
1,2,27,92.5,,55.81034115,37.64515481,33633000
2,8,14,79.9,8.6,55.67792106,37.58251858,22200000
1,4,25,60.58,,55.67749,37.76997,14224184
,8,9,44.3,21.4,55.69340139,37.66328764,20500000
1,8,23,23.5,2,55.85305375,37.60621196,6930213
1,11,22,34.8,10.2,55.57524,37.44965,9082800
1,7,23,46.48,10,55.86317,37.53439996,14990000
,3,25,71.2,,55.81778607,37.75415925,21500000
3,7,7,140,20,55.75749,37.58506999,85000000
,10,12,51.7,8.1,55.5837038,37.66903381,13200000
,4,10,140,,55.75117934,37.41964675,58000000
1,19,21,42.5,18.2,55.66867785,37.43923121,16524000
1,24,27,38,5,55.70348399,37.45754091,19900000
1,5,6,160,,55.74688999,37.62812003,197000000
1,2,18,76.9,20.9,55.57524,37.44965,15500000
2,13,14,38.1,5.8,55.59911,37.35495,8200000
,,,,,-1,-1,
3,1,5,75,7,55.71504002,37.61210004,21000000
,3,9,34.6,,55.57166,37.47511501,9700000
2,8,15,35.8,11.6,55.64874,37.53277002,10500000
1,14,14,36,12,55.57524,37.44965,9000000
1,9,12,102.7,13.6,55.80761,37.64361,44000000
1,5,20,38.5,12,55.68136561,37.4591549,16000000
,,,,,55.71992858,37.63913095,56970962
3,4,5,37.2,11.7,55.77621002,37.73242997,9800000
,16,16,76.3,10.4,55.65965238,37.58736849,24000000
4,25,30,67.1,12.1,55.69770499,37.83472937,21089530
1,2,3,45,17,55.59911,37.35495,11200000
1,7,13,62.14,20.2,55.66667,37.75,33708000
2,9,9,64,6,55.70513001,37.4754,15300000
2,3,9,33,7.5,55.65866541,37.4891496,14000000
1,2,17,117.3,9.5,55.69922903,37.50091622,53958000
5,4,12,35.4,9.6,55.82442,37.52810004,12500000
5,6,9,33,,55.66473,37.56135,12500000
1,9,10,83,19.4,55.72787278,37.63234324,43617745
1,28,44,37.9,8.7,55.83472509,37.42527833,14950000
3,3,5,82,8,55.84312025,37.4869924,22600000
,,,,,-1,-1,
4,2,4,35.8,,55.59911,37.35495,9135630
2,7,25,101,10,55.60789,37.57942,25500000
1,12,49,69,,55.8055144,37.57101197,25500000
3,9,18,83,,55.75472,37.49196,35300000
2,1,9,62.5,9.5,55.85567073,37.62027292,11900000
1,11,36,72.1,,55.79356186,37.54774051,47103856
,20,24,45.3,18,55.64897635,37.63817685,17990000
,24,33,72,30,55.73679502,37.39319503,31500000
5,10,12,44.4,7,55.59154998,37.67159001,12150000
1,2,24,93.72,,55.83065,37.61976,37206840
,5,32,96,,55.74697,37.64323998,125000000
1,12,17,40,13.2,55.61667,37.6,17100000
3,4,4,132,19.6,55.76414077,37.60617446,95000000
,4,17,41,10,55.73569998,37.41549998,14300000
1,11,14,38,13,54.06561998,38.21472996,8000000
1,12,24,114,5.3,55.70348399,37.45754091,37900000
2,8,15,36.3,10.9,55.93694541,37.36975052,10990000
1,5,13,54.9,17.7,55.57524,37.44965,12831797
3,2,6,24,3,55.7251101,37.79514308,6500000
,3,4,75,10,55.83170002,37.58890002,19000000
4,18,21,38,17.4,55.78811,37.53033,20419350
2,1,12,45.3,6.6,55.86210998,37.58897001,12749000
1,7,14,55.8,11.6,55.72865152,37.61306986,27530000
,16,20,90,15,55.77018423,37.5765217,99000000
1,6,18,42,7,55.75611348,37.55194816,40000000
1,15,42,73.4,27.5,55.68029812,37.58707355,32800000
4,6,10,108.6,14,55.64897635,37.63817685,35167216
1,6,33,72.4,26.4,55.82570563,37.74767423,22500000
1,10,22,31.6,11.6,55.5759117,37.48109115,8200000
1,25,31,201,25,55.76930999,37.49469003,70000000
3,5,5,41.1,5.2,55.88186998,37.58535003,12800000
1,15,23,70,23,55.71032798,37.87984701,28000000
4,8,10,126.37,,55.70277184,37.63335336,48715635
,,,,,-1,-1,
2,2,12,66,8,55.78291001,37.57820002,24700000
,32,41,65.5,16,55.76101423,37.51264479,28500000
,8,9,44,6,55.61870002,37.58601002,11500000
3,7,8,57,9.7,55.68854,37.54741999,27000000
,5,9,31,6,55.85842999,37.46923997,9950000
1,9,9,35.52,10.2,55.57524,37.44965,8686708
1,10,14,80.5,,55.72923723,37.63040219,40542305
1,23,27,63.95,,55.83039998,37.40420001,20780265
2,4,12,53.7,8.7,55.71314998,37.89182996,13500000
1,13,15,38,15,55.79356186,37.54774051,18950000
1,14,16,34.9,6,55.57524,37.44965,8300000
1,17,52,70,13,55.69545,37.48579004,37000000
,13,35,47.6,24,55.8644002,37.5100898,18200000
2,3,10,76.2,,55.71604002,37.89152997,21000000
2,7,17,53.4,9.5,55.7395311,37.68146527,24500000
3,4,5,53.5,8,55.71288,37.51256997,17600000
2,4,9,61.2,8,55.67866,37.75917,16000000
1,28,33,34.3,10.6,55.66867785,37.43923121,14406000
3,7,9,45.2,5.5,55.70245951,37.74195444,11000000
1,8,9,65,35,55.6999473,37.63907606,35000000
1,8,14,37.7,5.3,55.59911,37.35495,10902727
,8,17,68.5,10,55.81285,37.50033004,19990000
2,10,12,38.6,8.5,55.59768,37.67118,10250000
3,3,8,91.1,10,55.77907998,37.51242001,35000000
,11,20,76,12,55.7590326,37.55900032,34200000
2,8,16,51.5,9.8,55.9824904,37.18050707,12400000
1,31,34,47.1,,55.75696,37.61502,24972420
,,,,,-1,-1,
3,5,5,77,18,55.78442001,37.73575004,23000000
3,2,14,34.9,7,55.72215998,37.41401002,10900000
5,5,9,45,6,55.80745,37.58051996,15500000
,4,43,30.7,,55.75679512,37.51790864,20000000
1,7,9,61.26,14.1,55.57524,37.44965,12983131
3,1,5,100,12,55.75852416,37.60164838,72500000
4,12,17,29.7,,55.84922802,37.61888596,9123840
5,2,5,44,6,55.84229998,37.53897003,14800000
1,13,39,36.8,,55.85901837,37.55149222,16500000
2,10,17,75.9,13,55.51801999,37.34793003,14300000
1,32,41,101,,55.73196082,37.53921435,70000000
1,24,24,35,16,55.81344,37.47879,14415170
,,,,,-1,-1,
1,14,16,72.55,18,55.61667,37.6,36824347
,14,23,82.5,26.3,55.7185994,37.72159411,20000000
3,6,9,32.2,5.3,55.70287,37.79182497,8900000
5,8,12,36,10,55.74619181,37.77754863,10750000
3,11,14,74,12,55.47997,37.29922002,15300000
2,4,12,63,6.6,55.62589682,37.72082616,16000000
1,13,17,69,10.6,55.86051241,37.40938049,25000000
,,,,,-1,-1,
1,13,14,33,12,55.57524,37.44965,8490000
1,4,11,117,,55.7503,37.46887,134550000
1,4,20,58,10.2,55.63764348,37.39776308,19500000
2,11,22,39,10,55.66648998,37.75566997,12500000
5,1,14,34.3,9.5,55.64703991,37.61332489,11200000
,,,,,-1,-1,
2,15,16,64.6,7.6,44.50506871,34.20830588,15000000
1,4,8,115,15,55.74816999,37.62212002,138000000
1,11,20,65,10,55.78202999,37.66943997,24000000
,2,12,39.5,8.7,55.5837038,37.66903381,8500000
2,6,17,75,10,55.57296999,37.56615003,19000000
3,3,5,43.62,5,55.7972857,37.72304024,10700000
1,6,11,95.9,11,55.60741781,37.6494778,20500000
1,10,24,95.1,18.4,55.7807455,37.52573248,47835300
1,10,26,74.7,,55.71471324,37.47422664,41000000
1,15,17,36.9,7,55.87627121,37.64536251,10700000
,11,16,36,10,55.87498999,37.65248002,10950000
3,2,9,46,,55.99432,37.18875,10990000
,2,27,28.4,10,55.75266933,37.70070808,17700000
2,8,13,59.5,12.2,55.93694541,37.36975052,14714439
,9,19,35,11.9,55.56971001,37.60066997,12800000
2,6,14,34.3,10.8,55.93694541,37.36975052,9550000
1,6,25,39.9,10.1,55.78535999,37.49096997,16800000
3,3,8,61,7.5,55.72018001,37.67335004,20400000
3,4,5,139,16.5,55.74989,37.59349003,94000000
3,5,5,36.1,10,55.20719882,37.06806004,5599000
3,8,8,81.1,12,55.74943,37.56879996,47000000
1,7,26,31,6,55.7644716,37.56400007,24500000
,11,22,40,14,55.6890801,37.47359485,18900000
,,,,,-1,-1,
5,1,9,36.1,7.5,55.78939001,37.81903003,10300000
1,4,25,41.4,12.1,55.8013056,37.56393161,19565640
1,17,23,65,18,55.71376448,37.42277725,26500000
3,3,9,44,6,55.74984,37.82144,6500000
4,42,54,108.6,20,55.70833733,37.49075309,44000000
2,2,8,38.9,8.2,55.66442775,37.78389814,10890000
4,12,19,105,25,53.99957085,38.2789705,23800000
,,,,,-1,-1,
2,1,9,59,6,55.87544497,37.55769927,3500000
4,2,22,51.4,22,55.72891,37.62018,21028878
2,23,23,36.1,8.9,55.72113135,37.39089325,14500000
1,5,10,36,10,55.53188999,37.51706996,10500000
1,12,16,64.8,12,55.57524,37.44965,14286564
4,9,43,73.5,12,55.75679512,37.51790864,41578950
1,10,12,100,,55.72868001,37.57302998,150000000
1,42,45,100.8,7.6,55.68432,37.44654,44039142
4,43,46,108.6,7,55.74013683,37.52180662,84226009
3,5,5,38.1,,55.73664045,37.5724639,22500000
1,2,16,101.4,22.8,55.59911,37.35495,23823269
1,22,57,89.91,,55.75472,37.49196,52147800
3,2,5,79.1,17,55.76821897,37.63796985,75145000
1,9,13,49.4,20.7,55.70833733,37.49075309,27970000
2,3,9,62,7,55.57669251,37.64371143,12000000
,18,22,40,8.5,55.73827,37.43302001,14599000
2,3,9,33,6,55.61506662,37.71487031,9800000
,3,7,56.6,9.7,55.64575248,37.54423858,19500000
3,7,8,60,8,55.71235999,37.52155,24500000
1,10,31,62,10,55.80728001,37.80252003,18600000
2,5,9,32.3,6.6,55.82583,37.5256,10000000
2,19,25,54,10,55.51901564,37.3175998,16700000
5,1,14,45.7,6.2,55.81691991,37.80298589,10500000
1,10,45,38,17.7,55.88824,37.65444,11365648
1,10,24,38,17.2,55.69733999,37.62551997,15250000
2,4,19,59.7,12.5,55.70262887,37.92860753,17000000
1,18,46,44.7,23.5,55.71992858,37.63913095,28000000
3,2,3,32.6,11.2,55.74792,37.58654,18000000
1,12,16,59.2,13.7,55.57524,37.44965,15741458
1,13,13,43.68,6,55.87105,37.51282,11050723
3,2,5,72.9,8.3,55.81815,37.65754999,21000000
1,2,13,55.6,10,55.73382727,37.42213735,19900000
2,10,10,53.2,11,55.71450001,37.89165998,12800000
,4,5,15.2,,55.85946705,37.51812121,6080000
1,8,8,184.5,20,55.71298335,37.64212501,70000000
3,10,14,38,10,55.70134001,37.74767003,11400000
1,2,28,39.6,16.4,55.82357,37.44621,13800000
2,3,9,43.7,6.5,55.63903,37.51954,14300000
1,13,21,49.7,10,55.75575,37.65830997,37300000
5,18,27,44,12,55.84961,37.35257,15000000
1,3,41,55.09,,55.7503,37.46887,30971102
1,13,17,60.08,6.9,55.57524,37.44965,12242693
3,16,18,47,20,55.60741781,37.6494778,12700000
1,10,16,120,20,55.74303,37.58070998,125000000
1,7,14,91.8,26.2,55.70833733,37.49075309,49760000
2,16,16,38.1,9.9,55.67722982,37.68639431,15400000
2,2,17,82.9,10.9,55.87376324,37.54664,22920000
1,7,23,25.8,2,55.85305375,37.60621196,7476213
2,4,16,50,10.8,55.76697002,37.8328828,14500000
1,5,6,76,9.2,55.79247785,37.60104757,26000000
,20,33,25,7,55.7239146,37.71478178,10500000
1,21,30,59.6,21.4,55.7503,37.46887,24976837
5,2,16,39,4,55.75345998,37.54010997,16420000
1,6,12,114.1,17,55.72606,37.57207997,174400000
4,21,21,56.8,31.3,55.78811,37.53033,33124000
1,7,11,77,25,55.64897635,37.63817685,25490000
2,14,17,75,10,55.65051353,37.55716494,23900000
,16,27,35,11.5,55.56971001,37.60066997,12600000
1,1,23,36.91,17.4,55.57524,37.44965,10031743
2,5,15,63,9,55.73082999,37.62385499,38000000
5,11,14,36,9.6,55.87938001,37.54971999,9750000
1,50,68,102,10,55.75365195,37.54600021,110000000
1,20,25,71.1,25,55.5759117,37.48109115,21150000
1,71,95,150,15,55.74941999,37.53701998,100000000
3,3,5,152.6,27,55.74112533,37.59841984,226656500
3,1,6,67.9,11.2,55.75624998,37.63485003,27000000
,,,,,-1,-1,
2,13,19,37,9,55.51798001,37.34955,8000000
2,14,17,58.3,12.8,55.50359,37.59983002,11500000
2,1,21,73,8.6,55.77913812,37.53319996,23400000
,2,7,49.5,8,55.73655274,37.65930094,23770000
,16,19,76.4,10.2,55.66867785,37.43923121,22950000
4,9,14,42,,55.69839743,37.63512133,18800000
,4,16,72.9,10,55.65409,37.48994,25000000
1,14,14,43.86,5.8,55.57524,37.44965,10328348
1,10,23,41.41,5.7,55.57524,37.44965,10125402
4,4,25,43.1,,55.72891,37.62018,23471697
,2,5,67.4,8,55.76159001,37.64018,99990000
1,34,53,59.2,20.3,55.82357,37.44621,24067208
4,2,15,38.64,5.7,55.57524,37.44965,11402274
1,9,22,142.5,8,55.82357,37.44621,95859750
2,2,5,31.4,,55.72221657,37.66349348,11500000
1,30,33,45.3,10,55.85901837,37.55149222,20300000
5,5,5,32,6,55.79474481,37.79935526,9500000
3,5,12,85.4,7.4,55.73672002,37.64986998,39800000
2,7,9,60,6,55.67851001,37.67619,20700000
1,13,19,63.9,10.3,55.62614,37.31126004,12800000
1,3,5,112,,55.731155,37.58779998,85000000
5,31,32,39.3,19,55.81237001,37.59531,15000000
3,10,10,33,6,55.80398002,37.51148996,15000000
1,4,25,45,8,55.82672445,37.4231721,15000000
5,2,17,71.4,8,55.7696,37.40679,19400000
1,7,12,77.2,,55.72327,37.57221,109800000
2,5,5,46,6,55.50798999,37.57261004,10000000
,29,42,66,,55.79366001,37.54507004,40490000
3,4,5,42,8,55.84108438,37.57029975,12200000
1,37,52,78.8,5.6,55.70833733,37.49075309,31837749
3,19,30,169.9,,55.71421,37.67090001,85000000
5,2,12,37.6,7.1,55.67792106,37.58251858,11500000
,,,,,-1,-1,
1,23,26,69,18,55.69614,37.61985003,21800000
1,14,28,62,17.3,55.69967978,37.49347854,32900000
3,1,14,37.9,5.9,55.7203452,37.40125479,11500000
3,4,7,22.4,3,55.82841026,37.51392045,8400000
,,,,,-1,-1,
2,8,17,39,8,55.79547002,37.45532002,13500000
1,7,14,76.2,14.8,55.57524,37.44965,18700000
4,9,17,78,23,55.69830002,37.49789996,46000000
2,16,16,37.5,8.5,55.86455294,37.65527649,12250000
1,10,10,34.42,10.6,55.57524,37.44965,8901017
1,7,15,50,12,55.77433,37.64211999,26500000
2,15,17,53.1,9,55.64098096,37.53215788,16900000
1,3,5,37.54,3.6,55.57524,37.44965,10154018
2,2,9,68,7.5,55.51660999,37.56983999,13500000
1,8,10,64.3,18.8,55.57524,37.44965,14872452
1,2,18,43,17.3,55.57524,37.44965,11875073
1,4,9,39.5,,55.60136929,37.41235229,13700000
,1,5,45,7,55.82312872,37.80583354,3800000
2,11,12,46,7,55.88204001,37.59549004,11590000
4,28,36,105,19.8,55.75679512,37.51790864,77000000
3,2,6,32,6,55.79837498,37.81236394,10000000
1,10,18,55.7,,55.7503,37.46887,61255726
1,12,23,45.4,2,55.85305375,37.60621196,13422367
,18,18,43.4,12,55.4931,37.55414002,8500000
1,23,24,61.6,21.1,55.83333,37.41667,31908800
,7,13,72.3,11.7,55.72590068,37.4340241,24600000
1,8,32,65,,55.70347,37.63744,35366500
1,34,39,165,20,55.6796663,37.51179196,109800000
1,10,15,29.3,10.4,55.55384001,37.46374999,8500000
3,18,24,44,12,55.72663998,37.68010996,15950000
1,2,49,40.59,,55.83039998,37.40420001,13862414
5,24,34,60,20,55.85774675,37.55945573,20000000
1,14,14,32.7,5.4,55.57524,37.44965,8050000
3,1,5,86.4,7.9,55.79284998,37.48455999,24000000
,,,,,-1,-1,
5,7,9,37,7,55.80241,37.83059999,8600000
,18,31,50,13.4,55.55744,37.55499002,12300000
2,17,24,40,11,55.72039999,37.89828998,10750000
5,5,12,39,7,55.6563005,37.61339957,12500000
2,12,16,37,10.8,55.79597999,37.58336997,12850000
3,2,8,56,8.8,55.69024999,37.55044997,21000000
3,8,15,100.1,,55.72555,37.58746998,95000000
2,16,16,52.8,9.4,55.46878,37.29516997,10500000
1,15,22,55.3,,55.73656062,37.43183747,20300000
2,12,12,32.9,7.8,55.79825002,37.46315999,10499000
,17,22,63,13.5,55.86422,37.55723,18950000
2,8,9,60.2,8,55.67109001,37.71899001,13500000
2,11,19,42,10,55.57524,37.44965,11300000
2,6,13,39.2,7,55.72464729,37.77583805,14000000
2,5,12,52.9,9.1,55.67802,37.78024998,14900000
3,3,22,44.3,10,55.50377,37.53543999,10000000
2,12,14,34.8,10,55.87541001,37.68947003,9500000
3,3,5,99.5,10.7,55.79661999,37.81353,26500000
2,15,25,60,13.1,55.86129639,37.36668932,15600000
,14,33,41,19.4,55.73679502,37.39319503,17600000
2,5,9,50,6,55.58665327,37.65371475,13000000
1,12,25,39.9,,55.7050766,37.93935041,9704740
,8,15,33.1,9,55.59911,37.35495,9000000
1,15,17,62.5,11.7,55.8124865,37.69764374,21459969
1,10,12,83,12,55.75013,37.71262,33100000
2,3,12,40,9,55.48653002,37.30786998,9350000
4,13,34,65.9,17,55.65805,37.51908,28200000
3,4,7,151,14,55.78095551,37.59958622,46999000
2,19,25,60,15,55.67310678,37.6162104,23490000
1,8,11,44.7,16.1,55.7552914,37.52399108,20500000
1,5,10,35,11.6,55.97569653,37.18967568,9850000
2,17,17,73,10,55.56430891,37.57254542,18900000
3,14,15,88,10,55.69264,37.43746,33000000
1,20,32,81.4,,55.80364,37.63022004,37932400
1,6,10,74.3,10,55.74612393,37.87377595,17100000
5,4,9,35,,55.73293002,37.66302999,18300000
,12,14,100,42,55.79481103,37.60998941,65000000
2,2,16,39.8,,55.70453347,37.47913828,14600000
3,12,12,65.8,,55.87395001,37.60900997,18370000
3,5,8,82.2,10.1,55.68671,37.57495,34900000
,15,16,37.3,7,55.86159998,37.69663002,10190000
1,5,14,88,20,55.69991001,37.63696998,38000000
1,17,18,35,9,55.85050663,37.58115376,15100000
1,2,20,109.88,18.7,55.60741781,37.6494778,18700000
1,12,22,45.7,21.1,55.68975112,37.7171476,21075286
1,11,15,37.1,12,55.55502999,37.4647,10300000
1,14,33,72.1,26.5,55.7239146,37.71478178,24000000
1,3,14,37.3,11.9,55.57524,37.44965,10990000
1,13,20,41.08,15.4,55.70347,37.63744,24090000
1,24,53,34.7,9.7,55.79766958,37.50022075,17000000
3,9,9,56,9.1,55.69254001,37.55187003,28000000
1,2,9,31.7,,55.71276001,37.67327997,12200000
4,11,24,45,,55.88807,37.53047,17500000
1,2,32,59.5,20.4,55.841679,37.49450138,21111552
1,8,19,72.8,,55.80955924,37.71190497,25021137
3,7,7,70,10,55.77057956,37.62286538,35990000
3,6,8,79,9.4,55.82394998,37.65882001,36600000
,9,16,43.4,10.5,55.59911,37.35495,8490000
5,2,9,40,13,55.73566688,37.40851199,16800000
3,2,2,29,4,55.77685,37.72535,9900000
,,,,,-1,-1,
1,3,19,67.9,18.3,55.59911,37.35495,13169725
3,11,14,70.02,16.5,55.57524,37.44965,14800000
5,10,14,45.1,9.6,55.63065999,37.60358998,12000000
1,13,15,35.4,13.5,55.69839743,37.63512133,19000000
1,15,28,76.4,21.9,55.69967978,37.49347854,41481601
,,,,,-1,-1,
2,6,16,64.4,7.5,55.68345262,37.68375365,20000000
,12,14,92.1,13,55.70833733,37.49075309,72100000
,9,18,48.1,,55.77278999,37.68776004,21900000
1,5,14,35,14.3,55.88824,37.65444,11758040
3,4,11,89,12,55.60741781,37.6494778,24400000
,6,22,57.3,10.5,55.65904055,37.58613213,19500000
2,4,9,32.8,7.5,55.66869294,37.59046792,10800000
1,18,26,108.33,32.1,55.74943,37.62371,86089851
1,17,27,31,6,55.56674999,37.48189002,9500000
,,,,,-1,-1,
2,11,17,65,12,55.60275001,37.36744,15900000
3,4,5,62.9,7,55.79359999,37.48167,19999999
4,2,22,72.9,25.2,55.82357,37.44621,27409796
1,2,18,91.7,20.1,55.57524,37.44965,16531762
,,,,,-1,-1,
,9,29,79.5,7.1,55.75266933,37.70070808,42000000
2,8,17,75.1,10,55.87544497,37.55769927,22400000
1,7,19,44.3,15.1,55.8013056,37.56393161,20081190
2,12,14,38.8,8,55.71865999,37.67454002,14500000
4,6,17,87.6,2.3,55.70393629,37.57228749,52034400
1,9,16,60,14,55.6718,37.73775,21350000
3,9,9,60,6,55.71314998,37.61852996,23000000
3,5,5,106,6,55.48761,37.27764,8700000
3,17,18,49,10,55.70857178,37.5029491,27500000
2,7,12,36,8,55.73511194,37.68162441,15500000
4,6,31,39.49,13.8,55.82453001,37.60155996,17800000
3,12,13,85,,55.76172371,37.54680006,150000000
1,5,14,136,20,55.70833733,37.49075309,90900000
4,2,15,103.4,20.8,55.75696,37.61502,41258712
,9,26,52,5,55.65209501,37.56520501,22000000
2,3,14,60,12,55.88436477,37.53650417,18000000
4,9,18,79,,55.73342,37.62903,47121759
2,2,16,51,11,55.82384001,37.81907999,14800000
1,10,30,41.3,12.9,55.71655693,37.75564927,16800000
2,1,12,48,7,55.67267,37.76705,12200000
3,4,8,78.8,10.2,55.68596,37.57176513,29990000
5,8,9,32.1,5.5,55.72561002,37.65954002,11450000
5,4,12,44.1,5.7,55.76003998,37.79836001,11000000
1,26,27,39.4,16.9,55.66667,37.75,20815020
,2,5,105,23,55.75811001,37.62415003,160000000
4,33,45,44.3,6.9,55.72714,37.46578,35698405
4,4,24,49,,55.88807,37.53047,12100000
1,11,17,32.89,4.9,55.65,37.71667,7603327
,3,21,59.5,11.5,55.80293001,37.77032003,17999000
,8,14,43.4,17.2,54.06561998,38.21472996,10429020
2,11,14,38.7,8,55.66408006,37.77554249,10700000
4,16,23,50,14,55.69830002,37.49789996,28000000
1,13,22,71.9,19.4,55.83333,37.41667,36453300
,7,15,34.5,,55.59911,37.35495,11500000
5,3,9,45,7,55.77003,37.48543003,14500000
1,7,17,79,19.1,55.57524,37.44965,16532994
1,2,16,39.56,4.5,55.57524,37.44965,9558673
1,4,12,63,16.7,55.83333,37.41667,34000000
1,5,14,43.7,19.9,55.74929266,37.69173166,20500000
5,7,14,46.6,9,55.85193515,37.65745658,12700000
5,5,12,47,6,55.87521999,37.57237996,10400000
1,14,17,33.4,9.4,55.59911,37.35495,11621245
4,13,13,46.9,,55.75207,37.58088,31727850
2,6,12,38.9,9,55.78166255,37.46110397,14500000
5,1,3,52,10.8,55.49482999,36.92003999,7700000
2,13,16,59,10,55.79848999,37.39862,16800000
4,22,29,62.4,,55.72321554,37.69251967,22039861
,,,,,-1,-1,
1,14,43,60.9,10,55.75679512,37.51790864,29400000
2,11,16,37.3,9,54.02905828,38.23267699,11300000
,8,9,47,6.3,55.79912968,37.81893823,12700000
1,16,32,79,15,55.7590326,37.55900032,35999000
2,3,12,64.3,7,55.65328999,37.71144998,14500000
1,26,26,32.45,6,55.73436573,37.74049764,12952547
1,12,16,51.9,10.1,55.57524,37.44965,13305395
,,,,,55.76060002,37.57452003,109868796
1,15,16,98,10.9,55.57524,37.44965,25489936
2,7,16,68,8,55.80859002,37.64182,22500000
1,17,17,44,,55.71829033,37.65637796,24000000
4,3,13,32.8,10,55.71325999,37.62448002,22700000
1,3,14,35.2,5.3,55.57524,37.44965,9160086
2,2,9,45.2,6.5,55.70897694,37.47986177,11489000
1,14,18,73,,55.721875,37.61029499,44500000
,2,24,72,17,55.7807455,37.52573248,43500000
4,11,29,45.4,5.2,55.67401321,37.62719269,20500000
3,4,5,64,7.1,55.77170001,37.52572997,16500000
3,2,8,92,12,55.74688999,37.58975003,64500000
1,2,33,76,17.5,55.70347,37.63744,32809200
1,12,14,124,,55.7320772,37.58218521,185000000
5,2,12,45.5,6.5,55.63185998,37.61532003,14000000
5,9,15,75.5,18,55.57524,37.44965,14900000
2,17,17,65,13,55.59170002,37.37993004,15600000
1,5,15,49.2,19.3,55.83955067,37.51632057,16949400
3,9,9,57,,55.67337001,37.81041997,11850000
1,7,26,120,15.5,55.55918,37.55495503,40000000
,5,10,79.55,12,55.81041267,37.71302303,29000000
1,3,5,40,6,55.66480018,37.44027794,12950000
1,11,17,36.4,10,55.57524,37.44965,9800000
,,,,,-1,-1,
1,7,14,58.3,10.5,55.59636882,37.64700001,16500000
2,12,18,59,10,55.66049739,37.51884218,19600000
2,1,5,32,6,55.52733002,37.44537996,6500000
,,,,,-1,-1,
1,1,12,51.9,5,55.87105,37.51282,13077742
1,6,17,51.3,,55.59911,37.35495,14343480
3,5,8,60,9.7,55.79075999,37.63516997,22500000
1,20,25,128,14,55.82156001,37.58827004,45000000
,4,25,43,10,55.70514881,37.93136544,12000000
2,4,16,42,6.5,55.74081999,37.67324996,19400000
4,7,8,41.5,,55.57524,37.44965,11839950
,3,40,40.6,8,55.79466998,37.54282998,33990000
,12,17,55,10,55.89775,37.39854004,17800000
2,8,14,53.2,10.9,55.54899201,37.52517812,14600000
,21,33,62.5,16.9,55.7239146,37.71478178,25000000
1,11,22,38.2,10,55.90264,37.58911996,10490000
,,,,,-1,-1,
1,2,16,38.1,12.3,55.57524,37.44965,10625371
,3,3,170,25.6,55.76725999,37.62721999,1.81E+15
3,8,9,31,7,55.80225287,37.754237,9500000
2,9,9,34.7,6.5,55.87044,37.59557,9300000
3,9,9,104.8,15,55.77390998,37.61660003,60000000
1,6,25,96,22,55.77014001,37.47356,31000000
3,10,10,78,10,55.7138,37.67720999,33999000
3,3,8,68.3,5.7,55.76537871,37.63250483,48490000
1,4,8,45,,55.75013,37.71262,29990000
5,9,17,143,18,55.7741,37.82794,35000000
1,4,25,36.5,11,55.56936498,37.48257995,9700000
